dataset,arm,backbone,h,seed,variant,pinball,crps,cov80,cov_lo,cov_hi,val_cov80
gefcom_wind,raw,rlinear_q,24,0,pooled,0.273312,0.546623,0.788317,0.076969,0.865287,0.799965
gefcom_wind,raw,rlinear_q,24,0,perstep,0.274118,0.548236,0.784968,0.079314,0.864282,0.800053
gefcom_wind,raw,rlinear_q,24,1,none,0.26765,0.5353,0.759847,0.098339,0.858186,0.754215
gefcom_wind,raw,rlinear_q,24,1,pooled,0.267823,0.535646,0.801514,0.085343,0.886857,0.799965
gefcom_wind,raw,rlinear_q,24,1,perstep,0.268127,0.536254,0.800844,0.088089,0.888934,0.799921
gefcom_wind,raw,rlinear_q,24,2,none,0.280069,0.560137,0.763264,0.086817,0.85008,0.774431
gefcom_wind,raw,rlinear_q,24,2,pooled,0.280061,0.560121,0.786643,0.081324,0.867966,0.799965
gefcom_wind,raw,rlinear_q,24,2,perstep,0.280485,0.560969,0.783896,0.080922,0.864818,0.799854
gefcom_wind,raw,rlinear_q,24,3,none,0.281206,0.562412,0.708266,0.111267,0.819534,0.747948
gefcom_wind,raw,rlinear_q,24,3,pooled,0.281223,0.562445,0.761723,0.093449,0.855171,0.799965
gefcom_wind,raw,rlinear_q,24,3,perstep,0.281535,0.56307,0.763063,0.093382,0.856444,0.800097
gefcom_wind,raw,rlinear_q,24,4,none,0.281996,0.563993,0.703577,0.115622,0.819199,0.721354
gefcom_wind,raw,rlinear_q,24,4,pooled,0.281679,0.563358,0.775523,0.086951,0.862473,0.799965
gefcom_wind,raw,rlinear_q,24,4,perstep,0.281683,0.563366,0.776058,0.087956,0.864014,0.80045
gefcom_wind,revin,rlinear_q,24,0,none,0.275336,0.550672,0.76802,0.141144,0.909164,0.79789
gefcom_wind,revin,rlinear_q,24,0,pooled,0.275404,0.550809,0.771302,0.15414,0.925442,0.800163
gefcom_wind,revin,rlinear_q,24,0,perstep,0.275422,0.550845,0.7709,0.155413,0.926313,0.80023
gefcom_wind,revin,rlinear_q,24,1,none,0.277835,0.555669,0.75824,0.135785,0.894025,0.794469
gefcom_wind,revin,rlinear_q,24,1,pooled,0.277712,0.555425,0.76601,0.151594,0.917605,0.799965
gefcom_wind,revin,rlinear_q,24,1,perstep,0.277802,0.555604,0.768355,0.151125,0.91948,0.80023
gefcom_wind,revin,rlinear_q,24,2,none,0.27009,0.540181,0.775255,0.13123,0.906484,0.795749
gefcom_wind,revin,rlinear_q,24,2,pooled,0.270512,0.541023,0.78202,0.145766,0.927787,0.80023
gefcom_wind,revin,rlinear_q,24,2,perstep,0.270481,0.540963,0.783628,0.144829,0.928457,0.800185
gefcom_wind,revin,rlinear_q,24,3,none,0.281857,0.563714,0.74645,0.143556,0.890005,0.808594
gefcom_wind,revin,rlinear_q,24,3,pooled,0.281799,0.563598,0.738813,0.15903,0.897843,0.800075
gefcom_wind,revin,rlinear_q,24,3,perstep,0.281958,0.563916,0.740287,0.158896,0.899183,0.800053
gefcom_wind,revin,rlinear_q,24,4,none,0.28054,0.561079,0.72642,0.157623,0.884043,0.782133
gefcom_wind,revin,rlinear_q,24,4,pooled,0.28024,0.56048,0.746517,0.156886,0.903403,0.799965
gefcom_wind,revin,rlinear_q,24,4,perstep,0.280354,0.560707,0.744976,0.158695,0.903671,0.799943
gefcom_wind,san,rlinear_q,24,0,none,0.281812,0.563625,0.579247,0.223473,0.80272,0.633761
gefcom_wind,san,rlinear_q,24,0,pooled,0.277055,0.55411,0.756632,0.152197,0.908829,0.799965
gefcom_wind,san,rlinear_q,24,0,perstep,0.27621,0.552419,0.761924,0.148915,0.910839,0.799788
gefcom_wind,san,rlinear_q,24,1,none,0.28641,0.57282,0.594319,0.212018,0.806337,0.647422
gefcom_wind,san,rlinear_q,24,1,pooled,0.282087,0.564174,0.748392,0.151996,0.900389,0.799965
gefcom_wind,san,rlinear_q,24,1,perstep,0.281502,0.563003,0.749799,0.148848,0.898647,0.799788
gefcom_wind,san,rlinear_q,24,2,none,0.287285,0.574569,0.574491,0.224611,0.799102,0.641596
gefcom_wind,san,rlinear_q,24,2,pooled,0.282126,0.564252,0.737339,0.153537,0.890876,0.799965
gefcom_wind,san,rlinear_q,24,2,perstep,0.281632,0.563264,0.736535,0.150991,0.887527,0.799788
gefcom_wind,san,rlinear_q,24,3,none,0.287015,0.574031,0.571008,0.232382,0.80339,0.651174
gefcom_wind,san,rlinear_q,24,3,pooled,0.282393,0.564786,0.740622,0.159968,0.900589,0.799965
gefcom_wind,san,rlinear_q,24,3,perstep,0.281892,0.563784,0.741492,0.158628,0.900121,0.799788
gefcom_wind,san,rlinear_q,24,4,none,0.285171,0.570342,0.606444,0.198821,0.805265,0.643273
gefcom_wind,san,rlinear_q,24,4,pooled,0.281149,0.562297,0.763398,0.138599,0.901996,0.799965
gefcom_wind,san,rlinear_q,24,4,perstep,0.280507,0.561013,0.76467,0.137058,0.901728,0.799788
gefcom_wind,fan,rlinear_q,24,0,none,0.360911,0.721822,0.209673,0.350147,0.55982,0.245608
gefcom_wind,fan,rlinear_q,24,0,pooled,0.312819,0.625638,0.761321,0.142886,0.904207,0.799965
gefcom_wind,fan,rlinear_q,24,0,perstep,0.310812,0.621624,0.754488,0.14858,0.903068,0.799788
gefcom_wind,fan,rlinear_q,24,1,none,0.365809,0.731617,0.218583,0.411643,0.630225,0.223208
gefcom_wind,fan,rlinear_q,24,1,pooled,0.319902,0.639804,0.75288,0.141747,0.894628,0.799965
gefcom_wind,fan,rlinear_q,24,1,perstep,0.319481,0.638963,0.738344,0.151326,0.88967,0.799788
gefcom_wind,fan,rlinear_q,24,2,none,0.368751,0.737503,0.211817,0.371115,0.582931,0.237994
gefcom_wind,fan,rlinear_q,24,2,pooled,0.323203,0.646406,0.746115,0.130962,0.877077,0.799965
gefcom_wind,fan,rlinear_q,24,2,perstep,0.321041,0.642082,0.730238,0.138465,0.868703,0.799788
gefcom_wind,fan,rlinear_q,24,3,none,0.370481,0.740962,0.207061,0.344252,0.551313,0.240091
gefcom_wind,fan,rlinear_q,24,3,pooled,0.319761,0.639522,0.766077,0.125067,0.891144,0.799965
gefcom_wind,fan,rlinear_q,24,3,perstep,0.318572,0.637143,0.744574,0.138599,0.883173,0.799788
gefcom_wind,fan,rlinear_q,24,4,none,0.35986,0.71972,0.227224,0.346329,0.573553,0.223627
gefcom_wind,fan,rlinear_q,24,4,pooled,0.317119,0.634238,0.779207,0.112205,0.891412,0.799965
gefcom_wind,fan,rlinear_q,24,4,perstep,0.315309,0.630618,0.772843,0.117899,0.890742,0.799788
gefcom_wind,condnorm,rlinear_q,24,0,none,0.134831,0.269662,0.471932,0.24444,0.716372,0.48848
gefcom_wind,condnorm,rlinear_q,24,0,pooled,0.127325,0.254651,0.822816,0.123995,0.946811,0.799965
gefcom_wind,condnorm,rlinear_q,24,0,perstep,0.127369,0.254738,0.822414,0.124531,0.946945,0.799788
gefcom_wind,condnorm,rlinear_q,24,1,none,0.134494,0.268988,0.462621,0.249129,0.71175,0.500331
gefcom_wind,condnorm,rlinear_q,24,1,pooled,0.126734,0.253469,0.813036,0.131364,0.9444,0.799965
gefcom_wind,condnorm,rlinear_q,24,1,perstep,0.126681,0.253361,0.813706,0.13123,0.944936,0.799788
gefcom_wind,condnorm,rlinear_q,24,2,none,0.134249,0.268498,0.462152,0.250335,0.712487,0.483272
gefcom_wind,condnorm,rlinear_q,24,2,pooled,0.126394,0.252789,0.824625,0.122454,0.947079,0.799965
gefcom_wind,condnorm,rlinear_q,24,2,perstep,0.126353,0.252706,0.825094,0.121852,0.946945,0.799788
gefcom_wind,condnorm,rlinear_q,24,3,none,0.134225,0.26845,0.476621,0.235798,0.71242,0.489363
gefcom_wind,condnorm,rlinear_q,24,3,pooled,0.126186,0.252373,0.831994,0.114081,0.946074,0.799965
gefcom_wind,condnorm,rlinear_q,24,3,perstep,0.126138,0.252276,0.830185,0.115287,0.945472,0.799788
gefcom_wind,condnorm,rlinear_q,24,4,none,0.134343,0.268686,0.470927,0.245445,0.716372,0.492496
gefcom_wind,condnorm,rlinear_q,24,4,pooled,0.126659,0.253317,0.819467,0.125,0.944467,0.799965
gefcom_wind,condnorm,rlinear_q,24,4,perstep,0.126581,0.253161,0.818395,0.124866,0.943261,0.799788
gefcom_wind,raw,rlinear_q,96,0,none,0.325418,0.650836,0.771313,0.072568,0.843881,0.730046
gefcom_wind,raw,rlinear_q,96,0,pooled,0.329671,0.659342,0.833203,0.053347,0.88655,0.8
gefcom_wind,raw,rlinear_q,96,0,perstep,0.331754,0.663508,0.832222,0.055461,0.887683,0.800091
gefcom_wind,raw,rlinear_q,96,1,none,0.331364,0.662728,0.765429,0.079629,0.845058,0.731126
gefcom_wind,raw,rlinear_q,96,1,pooled,0.333326,0.666652,0.828365,0.062413,0.890778,0.8
gefcom_wind,raw,rlinear_q,96,1,perstep,0.335581,0.671162,0.823461,0.064723,0.888184,0.800156
gefcom_wind,raw,rlinear_q,96,2,none,0.317955,0.63591,0.768502,0.08281,0.851312,0.722148
gefcom_wind,raw,rlinear_q,96,2,pooled,0.321973,0.643947,0.839522,0.066444,0.905967,0.8
gefcom_wind,raw,rlinear_q,96,2,perstep,0.323575,0.647149,0.83414,0.067687,0.901826,0.800078
gefcom_wind,raw,rlinear_q,96,3,none,0.326909,0.653819,0.78441,0.068493,0.852903,0.715658
gefcom_wind,raw,rlinear_q,96,3,pooled,0.33387,0.66774,0.860029,0.04742,0.907449,0.8
gefcom_wind,raw,rlinear_q,96,3,perstep,0.337983,0.675965,0.854385,0.050754,0.905139,0.80013
gefcom_wind,raw,rlinear_q,96,4,none,0.324809,0.649617,0.758564,0.073265,0.83183,0.708262
gefcom_wind,raw,rlinear_q,96,4,pooled,0.330055,0.660111,0.838454,0.050405,0.88886,0.8
gefcom_wind,raw,rlinear_q,96,4,perstep,0.332352,0.664705,0.83427,0.053434,0.887705,0.800189
gefcom_wind,revin,rlinear_q,96,0,none,0.315822,0.631645,0.792364,0.132584,0.924948,0.785729
gefcom_wind,revin,rlinear_q,96,0,pooled,0.316775,0.633551,0.81104,0.149538,0.960578,0.800378
gefcom_wind,revin,rlinear_q,96,0,perstep,0.317776,0.635551,0.807117,0.15017,0.957287,0.800632
gefcom_wind,revin,rlinear_q,96,1,none,0.31962,0.639241,0.786415,0.136593,0.923008,0.788509
gefcom_wind,revin,rlinear_q,96,1,pooled,0.320931,0.641861,0.80557,0.153679,0.959249,0.800312
gefcom_wind,revin,rlinear_q,96,1,perstep,0.322481,0.644962,0.805723,0.152153,0.957876,0.800469
gefcom_wind,revin,rlinear_q,96,2,none,0.323233,0.646467,0.773274,0.142368,0.915642,0.7714
gefcom_wind,revin,rlinear_q,96,2,pooled,0.324415,0.648829,0.806333,0.152371,0.958704,0.800299
gefcom_wind,revin,rlinear_q,96,2,perstep,0.325204,0.650407,0.805287,0.152589,0.957876,0.800501
gefcom_wind,revin,rlinear_q,96,3,none,0.317458,0.634917,0.778984,0.141083,0.920066,0.774115
gefcom_wind,revin,rlinear_q,96,3,pooled,0.319504,0.639007,0.812108,0.152763,0.964871,0.800736
gefcom_wind,revin,rlinear_q,96,3,perstep,0.32057,0.641139,0.812435,0.152872,0.965307,0.801107
gefcom_wind,revin,rlinear_q,96,4,none,0.32153,0.64306,0.782165,0.138664,0.920829,0.771296
gefcom_wind,revin,rlinear_q,96,4,pooled,0.322878,0.645756,0.81566,0.146531,0.962191,0.8
gefcom_wind,revin,rlinear_q,96,4,perstep,0.323604,0.647207,0.811389,0.147599,0.958987,0.800228
gefcom_wind,san,rlinear_q,96,0,none,0.322436,0.644871,0.565202,0.220886,0.786088,0.598151
gefcom_wind,san,rlinear_q,96,0,pooled,0.316194,0.632387,0.77809,0.149473,0.927563,0.8
gefcom_wind,san,rlinear_q,96,0,perstep,0.317002,0.634004,0.768959,0.156315,0.925275,0.8
gefcom_wind,san,rlinear_q,96,1,none,0.322242,0.644485,0.558468,0.225898,0.784366,0.599225
gefcom_wind,san,rlinear_q,96,1,pooled,0.315617,0.631233,0.765734,0.153395,0.919129,0.8
gefcom_wind,san,rlinear_q,96,1,perstep,0.316634,0.633269,0.760635,0.157754,0.918388,0.8
gefcom_wind,san,rlinear_q,96,2,none,0.327873,0.655747,0.553434,0.230736,0.78417,0.604564
gefcom_wind,san,rlinear_q,96,2,pooled,0.321054,0.642108,0.75377,0.163485,0.917255,0.8
gefcom_wind,san,rlinear_q,96,2,perstep,0.322311,0.644623,0.750305,0.167996,0.918301,0.8
gefcom_wind,san,rlinear_q,96,3,none,0.323708,0.647417,0.569997,0.221169,0.791165,0.602298
gefcom_wind,san,rlinear_q,96,3,pooled,0.317939,0.635877,0.775431,0.149255,0.924686,0.8
gefcom_wind,san,rlinear_q,96,3,perstep,0.319134,0.638268,0.767303,0.154616,0.921919,0.8
gefcom_wind,san,rlinear_q,96,4,none,0.321213,0.642426,0.562565,0.224786,0.787352,0.605072
gefcom_wind,san,rlinear_q,96,4,pooled,0.315091,0.630183,0.76569,0.156882,0.922572,0.8
gefcom_wind,san,rlinear_q,96,4,perstep,0.316027,0.632055,0.763119,0.159976,0.923095,0.8
gefcom_wind,fan,rlinear_q,96,0,none,0.437244,0.874488,0.181311,0.413136,0.594447,0.182409
gefcom_wind,fan,rlinear_q,96,0,pooled,0.376551,0.753102,0.757148,0.147751,0.904899,0.8
gefcom_wind,fan,rlinear_q,96,0,perstep,0.375633,0.751267,0.750545,0.150017,0.900562,0.8
gefcom_wind,fan,rlinear_q,96,1,none,0.454012,0.908024,0.191096,0.424861,0.615956,0.171263
gefcom_wind,fan,rlinear_q,96,1,pooled,0.394238,0.788475,0.748758,0.158495,0.907252,0.8
gefcom_wind,fan,rlinear_q,96,1,perstep,0.394905,0.789811,0.739997,0.161698,0.901695,0.8
gefcom_wind,fan,rlinear_q,96,2,none,0.451105,0.90221,0.176037,0.418432,0.594469,0.174368
gefcom_wind,fan,rlinear_q,96,2,pooled,0.387654,0.775309,0.748954,0.148536,0.89749,0.8
gefcom_wind,fan,rlinear_q,96,2,perstep,0.388032,0.776063,0.737927,0.155291,0.893218,0.8
gefcom_wind,fan,rlinear_q,96,3,none,0.416588,0.833176,0.187827,0.410412,0.598239,0.173118
gefcom_wind,fan,rlinear_q,96,3,pooled,0.359602,0.719205,0.778112,0.129772,0.907884,0.8
gefcom_wind,fan,rlinear_q,96,3,perstep,0.362566,0.725133,0.763119,0.140625,0.903744,0.8
gefcom_wind,fan,rlinear_q,96,4,none,0.435844,0.871688,0.191924,0.407427,0.599351,0.167754
gefcom_wind,fan,rlinear_q,96,4,pooled,0.378837,0.757674,0.758826,0.141671,0.900497,0.8
gefcom_wind,fan,rlinear_q,96,4,perstep,0.379483,0.758966,0.752332,0.143436,0.895768,0.8
gefcom_wind,condnorm,rlinear_q,96,0,none,0.134477,0.268954,0.480017,0.268611,0.748627,0.492389
gefcom_wind,condnorm,rlinear_q,96,0,pooled,0.129511,0.259021,0.814919,0.145812,0.96073,0.8
gefcom_wind,condnorm,rlinear_q,96,0,perstep,0.12971,0.25942,0.81287,0.147359,0.960229,0.8
gefcom_wind,condnorm,rlinear_q,96,1,none,0.133634,0.267269,0.490564,0.263969,0.754533,0.499557
gefcom_wind,condnorm,rlinear_q,96,1,pooled,0.128794,0.257588,0.817861,0.142238,0.960099,0.8
gefcom_wind,condnorm,rlinear_q,96,1,perstep,0.128958,0.257915,0.816379,0.143523,0.959902,0.8
gefcom_wind,condnorm,rlinear_q,96,2,none,0.132893,0.265787,0.489888,0.266911,0.756799,0.501406
gefcom_wind,condnorm,rlinear_q,96,2,pooled,0.128385,0.25677,0.815616,0.145267,0.960883,0.8
gefcom_wind,condnorm,rlinear_q,96,2,perstep,0.128632,0.257265,0.813306,0.146858,0.960164,0.8
gefcom_wind,condnorm,rlinear_q,96,3,none,0.133392,0.266783,0.480649,0.269526,0.750174,0.492116
gefcom_wind,condnorm,rlinear_q,96,3,pooled,0.128544,0.257089,0.816575,0.145049,0.961624,0.8
gefcom_wind,condnorm,rlinear_q,96,3,perstep,0.128836,0.257671,0.813045,0.147468,0.960513,0.8
gefcom_wind,condnorm,rlinear_q,96,4,none,0.133294,0.266588,0.490934,0.265974,0.756908,0.503262
gefcom_wind,condnorm,rlinear_q,96,4,pooled,0.129026,0.258051,0.812456,0.149189,0.961646,0.8
gefcom_wind,condnorm,rlinear_q,96,4,perstep,0.129299,0.258597,0.809406,0.151717,0.961123,0.8
gefcom_wind,raw,rlinear_q,336,0,none,0.35964,0.71928,0.754939,0.070067,0.825006,0.675092
gefcom_wind,raw,rlinear_q,336,0,pooled,0.390993,0.781987,0.847644,0.031852,0.879496,0.8
gefcom_wind,raw,rlinear_q,336,0,perstep,0.398333,0.796666,0.838463,0.036759,0.875222,0.799179
gefcom_wind,raw,rlinear_q,336,1,none,0.356048,0.712095,0.760385,0.074341,0.834726,0.695028
gefcom_wind,raw,rlinear_q,336,1,pooled,0.387081,0.774162,0.849322,0.041097,0.890419,0.800005
gefcom_wind,raw,rlinear_q,336,1,perstep,0.395523,0.791046,0.831307,0.045308,0.876615,0.799284
gefcom_wind,raw,rlinear_q,336,2,none,0.358057,0.716113,0.771087,0.065191,0.836278,0.695747
gefcom_wind,raw,rlinear_q,336,2,pooled,0.38701,0.77402,0.851697,0.032105,0.883802,0.800005
gefcom_wind,raw,rlinear_q,336,2,perstep,0.394246,0.788493,0.836373,0.035461,0.871834,0.799243
gefcom_wind,raw,rlinear_q,336,3,none,0.365924,0.731848,0.764089,0.052717,0.816806,0.696787
gefcom_wind,raw,rlinear_q,336,3,pooled,0.402437,0.804874,0.841724,0.024791,0.866515,0.800011
gefcom_wind,raw,rlinear_q,336,3,perstep,0.412079,0.824159,0.822822,0.029065,0.851887,0.799362
gefcom_wind,raw,rlinear_q,336,4,none,0.354866,0.709733,0.785778,0.064843,0.850621,0.7157
gefcom_wind,raw,rlinear_q,336,4,pooled,0.382418,0.764836,0.848278,0.036253,0.88453,0.800038
gefcom_wind,raw,rlinear_q,336,4,perstep,0.389966,0.779932,0.83213,0.038944,0.871074,0.799424
gefcom_wind,revin,rlinear_q,336,0,none,0.344192,0.688384,0.835075,0.136113,0.971188,0.771868
