dataset,arm,backbone,h,seed,pinball,crps,cov80,cov_lo,cov_hi
etth2,san,rlinear_q,336,3,0.171231,0.342462,0.619922,0.179359,0.799281
etth2,san,rlinear_q,336,4,0.170495,0.340991,0.622464,0.181021,0.803485
etth2,fan,rlinear_q,336,0,0.186545,0.373089,0.639903,0.232785,0.872688
etth2,fan,rlinear_q,336,1,0.193242,0.386484,0.561341,0.301488,0.862829
etth2,fan,rlinear_q,336,2,0.187725,0.37545,0.57357,0.266431,0.840001
etth2,fan,rlinear_q,336,3,0.202499,0.404999,0.59267,0.29501,0.887679
jeju_wind,raw,lgbm_q,48,0,0.197401,0.394801,0.666262,0.210674,0.876936
etth2,fan,rlinear_q,336,4,0.19383,0.387661,0.558925,0.303848,0.862773
etth2,condnorm,rlinear_q,336,0,0.834837,1.669674,0.040254,0.791053,0.831308
etth2,condnorm,rlinear_q,336,1,0.833741,1.667483,0.045152,0.788425,0.833578
etth2,condnorm,rlinear_q,336,2,0.827177,1.654355,0.057711,0.78025,0.83796
etth2,condnorm,rlinear_q,336,3,0.836163,1.672325,0.0413,0.790371,0.831672
etth2,condnorm,rlinear_q,336,4,0.83222,1.66444,0.047009,0.787226,0.834235
weather,raw,rlinear_q,24,0,0.058775,0.11755,0.895031,0.051514,0.946546
weather,raw,rlinear_q,24,1,0.059223,0.118445,0.880829,0.066287,0.947116
weather,raw,rlinear_q,24,2,0.059314,0.118629,0.883961,0.064459,0.94842
weather,raw,rlinear_q,24,3,0.059893,0.119786,0.893632,0.054792,0.948424
weather,raw,rlinear_q,24,4,0.059258,0.118515,0.893573,0.054312,0.947885
weather,revin,rlinear_q,24,0,0.053473,0.106946,0.747645,0.127384,0.87503
weather,revin,rlinear_q,24,1,0.053547,0.107095,0.750228,0.122861,0.873089
weather,revin,rlinear_q,24,2,0.053338,0.106676,0.748769,0.126572,0.875341
weather,revin,rlinear_q,24,3,0.053059,0.106118,0.747255,0.122806,0.870061
weather,revin,rlinear_q,24,4,0.053872,0.107745,0.737882,0.130144,0.868026
weather,san,rlinear_q,24,0,0.053081,0.106163,0.81118,0.097548,0.908728
weather,san,rlinear_q,24,1,0.054098,0.108196,0.722667,0.158916,0.881583
weather,san,rlinear_q,24,2,0.053877,0.107755,0.739739,0.14677,0.88651
weather,san,rlinear_q,24,3,0.054128,0.108256,0.67145,0.182491,0.853941
weather,san,rlinear_q,24,4,0.053735,0.10747,0.70827,0.17418,0.88245
weather,fan,rlinear_q,24,0,0.057837,0.115673,0.883931,0.053858,0.937789
weather,fan,rlinear_q,24,1,0.057932,0.115865,0.880207,0.06645,0.946657
weather,fan,rlinear_q,24,2,0.057207,0.114414,0.880069,0.051899,0.931968
weather,fan,rlinear_q,24,3,0.055809,0.111618,0.884312,0.05541,0.939722
weather,fan,rlinear_q,24,4,0.05695,0.113899,0.877327,0.06565,0.942977
weather,condnorm,rlinear_q,24,0,0.174246,0.348493,0.458456,0.271962,0.730418
weather,condnorm,rlinear_q,24,1,0.16261,0.325219,0.427446,0.297497,0.724943
weather,condnorm,rlinear_q,24,2,0.158237,0.316473,0.480557,0.266219,0.746775
weather,condnorm,rlinear_q,24,3,0.177017,0.354034,0.413156,0.295448,0.708603
weather,condnorm,rlinear_q,24,4,0.18275,0.3655,0.487235,0.258572,0.745807
weather,raw,rlinear_q,96,0,0.097831,0.195662,0.874146,0.068262,0.942409
weather,raw,rlinear_q,96,1,0.099869,0.199739,0.858111,0.086333,0.944443
weather,raw,rlinear_q,96,2,0.096689,0.193378,0.871981,0.067401,0.939382
weather,raw,rlinear_q,96,3,0.096733,0.193466,0.858178,0.088444,0.946622
weather,raw,rlinear_q,96,4,0.097653,0.195305,0.878607,0.063538,0.942145
weather,revin,rlinear_q,96,0,0.088458,0.176916,0.730549,0.137346,0.867895
weather,revin,rlinear_q,96,1,0.088766,0.177531,0.71987,0.139805,0.859675
weather,revin,rlinear_q,96,2,0.088529,0.177059,0.73021,0.137065,0.867275
weather,revin,rlinear_q,96,3,0.087333,0.174665,0.719597,0.139031,0.858627
weather,revin,rlinear_q,96,4,0.088314,0.176627,0.723566,0.136516,0.860082
weather,san,rlinear_q,96,0,0.088021,0.176043,0.701802,0.160279,0.862082
weather,san,rlinear_q,96,1,0.088175,0.17635,0.703064,0.160828,0.863891
weather,san,rlinear_q,96,2,0.087632,0.175264,0.72716,0.143415,0.870575
weather,san,rlinear_q,96,3,0.088357,0.176714,0.70045,0.160254,0.860703
weather,san,rlinear_q,96,4,0.087812,0.175623,0.703782,0.159248,0.86303
weather,fan,rlinear_q,96,0,0.092922,0.185844,0.83715,0.084022,0.921172
weather,fan,rlinear_q,96,1,0.090886,0.181772,0.864843,0.066921,0.931764
weather,fan,rlinear_q,96,2,0.092314,0.184628,0.871883,0.068873,0.940756
weather,fan,rlinear_q,96,3,0.092209,0.184418,0.870121,0.068243,0.938364
weather,fan,rlinear_q,96,4,0.091801,0.183602,0.879296,0.057387,0.936682
weather,condnorm,rlinear_q,96,0,0.268166,0.536332,0.443922,0.276517,0.720439
weather,condnorm,rlinear_q,96,1,0.268236,0.536472,0.433397,0.279211,0.712608
weather,condnorm,rlinear_q,96,2,0.252034,0.504068,0.454505,0.274392,0.728897
weather,condnorm,rlinear_q,96,3,0.256648,0.513296,0.456262,0.273579,0.729841
weather,condnorm,rlinear_q,96,4,0.268411,0.536821,0.448916,0.277039,0.725954
jeju_wind,winz,lgbm_q,48,0,0.201509,0.403017,0.709243,0.147306,0.856549
weather,raw,rlinear_q,336,0,0.129386,0.258773,0.861974,0.077375,0.939349
weather,raw,rlinear_q,336,1,0.127876,0.255752,0.865779,0.073052,0.938831
weather,raw,rlinear_q,336,2,0.133061,0.266121,0.855259,0.084356,0.939615
weather,raw,rlinear_q,336,3,0.135741,0.271482,0.843568,0.096556,0.940124
weather,raw,rlinear_q,336,4,0.131936,0.263873,0.860313,0.081867,0.94218
weather,revin,rlinear_q,336,0,0.117635,0.23527,0.713004,0.145286,0.85829
weather,revin,rlinear_q,336,1,0.119433,0.238866,0.710075,0.146926,0.857
weather,revin,rlinear_q,336,2,0.118651,0.237301,0.707413,0.150925,0.858338
weather,revin,rlinear_q,336,3,0.117954,0.235909,0.711838,0.145438,0.857276
weather,revin,rlinear_q,336,4,0.118786,0.237571,0.690483,0.159109,0.849592
jeju_wind,condnorm,lgbm_q,48,0,0.13539,0.270779,0.632947,0.183376,0.816324
weather,san,rlinear_q,336,0,0.123831,0.247663,0.665836,0.183585,0.849421
weather,san,rlinear_q,336,1,0.124438,0.248875,0.627004,0.205102,0.832106
gefcom_wind,raw,lgbm_q,24,0,0.216268,0.432536,0.690916,0.108186,0.799102
weather,san,rlinear_q,336,2,0.124317,0.248633,0.658257,0.190538,0.848795
weather,san,rlinear_q,336,3,0.124441,0.248883,0.641787,0.199136,0.840923
gefcom_wind,winz,lgbm_q,24,0,0.209985,0.419969,0.678323,0.149719,0.828041
weather,san,rlinear_q,336,4,0.124087,0.248174,0.662776,0.186821,0.849597
weather,fan,rlinear_q,336,0,0.130358,0.260715,0.832991,0.09626,0.929252
weather,fan,rlinear_q,336,1,0.131908,0.263817,0.846981,0.080633,0.927613
gefcom_wind,condnorm,lgbm_q,24,0,0.103877,0.207754,0.586214,0.213223,0.799437
weather,fan,rlinear_q,336,2,0.132542,0.265085,0.848879,0.085807,0.934686
weather,fan,rlinear_q,336,3,0.131751,0.263501,0.845937,0.088638,0.934575
weather,fan,rlinear_q,336,4,0.130295,0.26059,0.83214,0.096215,0.928354
weather,condnorm,rlinear_q,336,0,0.302711,0.605423,0.441011,0.275137,0.716148
weather,condnorm,rlinear_q,336,1,0.296428,0.592856,0.438796,0.27645,0.715247
weather,condnorm,rlinear_q,336,2,0.307642,0.615284,0.438056,0.275052,0.713108
weather,condnorm,rlinear_q,336,3,0.296864,0.593728,0.438774,0.276188,0.714962
weather,condnorm,rlinear_q,336,4,0.295021,0.590041,0.442636,0.273476,0.716113
electricity,raw,rlinear_q,24,0,0.089357,0.178713,0.822736,0.088771,0.911507
electricity,raw,rlinear_q,24,1,0.089025,0.17805,0.827182,0.086481,0.913663
electricity,raw,rlinear_q,24,2,0.087996,0.175992,0.824729,0.083679,0.908408
electricity,raw,rlinear_q,24,3,0.088738,0.177476,0.82055,0.087542,0.908092
electricity,raw,rlinear_q,24,4,0.089012,0.178025,0.819403,0.089304,0.908707
electricity,revin,rlinear_q,24,0,0.086777,0.173555,0.814328,0.09466,0.908988
electricity,revin,rlinear_q,24,1,0.086857,0.173714,0.815009,0.086763,0.901772
gefcom_wind,raw,lgbm_q,96,0,0.257696,0.515392,0.697546,0.092225,0.789771
electricity,revin,rlinear_q,24,2,0.086167,0.172334,0.818215,0.08653,0.904745
electricity,revin,rlinear_q,24,3,0.086791,0.173582,0.813696,0.092646,0.906342
electricity,revin,rlinear_q,24,4,0.087095,0.174189,0.802401,0.094968,0.897369
electricity,san,rlinear_q,24,0,0.08815,0.176299,0.772681,0.117968,0.890648
electricity,san,rlinear_q,24,1,0.08811,0.176221,0.781057,0.110003,0.89106
electricity,san,rlinear_q,24,2,0.087506,0.175013,0.777045,0.109461,0.886505
electricity,san,rlinear_q,24,3,0.087577,0.175154,0.769563,0.117017,0.88658
electricity,san,rlinear_q,24,4,0.08935,0.178701,0.777838,0.111831,0.88967
electricity,fan,rlinear_q,24,0,0.085235,0.170471,0.799516,0.101625,0.901141
electricity,fan,rlinear_q,24,1,0.087046,0.174091,0.804066,0.086223,0.890289
electricity,fan,rlinear_q,24,2,0.086252,0.172504,0.807793,0.097415,0.905208
electricity,fan,rlinear_q,24,3,0.085467,0.170935,0.810495,0.081589,0.892084
gefcom_wind,winz,lgbm_q,96,0,0.243889,0.487777,0.698832,0.136288,0.83512
electricity,fan,rlinear_q,24,4,0.084179,0.168358,0.805844,0.101314,0.907158
electricity,condnorm,rlinear_q,24,0,0.093795,0.187591,0.664816,0.180536,0.845352
electricity,condnorm,rlinear_q,24,1,0.094643,0.189287,0.669718,0.170203,0.839921
electricity,condnorm,rlinear_q,24,2,0.094406,0.188813,0.671915,0.166551,0.838466
electricity,condnorm,rlinear_q,24,3,0.093292,0.186585,0.674527,0.172066,0.846593
electricity,condnorm,rlinear_q,24,4,0.094246,0.188493,0.675791,0.169141,0.844932
electricity,raw,rlinear_q,96,0,0.102739,0.205479,0.865393,0.062715,0.928108
electricity,raw,rlinear_q,96,1,0.103678,0.207357,0.864504,0.062348,0.926852
electricity,raw,rlinear_q,96,2,0.103394,0.206788,0.87007,0.0603,0.93037
electricity,raw,rlinear_q,96,3,0.103616,0.207232,0.87279,0.059638,0.932428
electricity,raw,rlinear_q,96,4,0.104315,0.208629,0.858105,0.07112,0.929225
gefcom_wind,condnorm,lgbm_q,96,0,0.103348,0.206696,0.598021,0.223326,0.821348
electricity,revin,rlinear_q,96,0,0.099199,0.198398,0.856612,0.068004,0.924616
electricity,revin,rlinear_q,96,1,0.10219,0.204381,0.852634,0.069329,0.921963
electricity,revin,rlinear_q,96,2,0.101789,0.203578,0.861532,0.060578,0.922109
electricity,revin,rlinear_q,96,3,0.101115,0.202229,0.865691,0.064551,0.930242
electricity,revin,rlinear_q,96,4,0.102538,0.205075,0.864751,0.066463,0.931214
electricity,san,rlinear_q,96,0,0.102781,0.205563,0.811811,0.097895,0.909707
electricity,san,rlinear_q,96,1,0.104524,0.209048,0.799056,0.10307,0.902126
electricity,san,rlinear_q,96,2,0.103516,0.207032,0.823477,0.088965,0.912442
electricity,san,rlinear_q,96,3,0.103695,0.207391,0.813398,0.101289,0.914688
electricity,san,rlinear_q,96,4,0.104922,0.209844,0.794876,0.101037,0.895914
electricity,fan,rlinear_q,96,0,0.100894,0.201788,0.804259,0.098563,0.902821
electricity,fan,rlinear_q,96,1,0.102141,0.204282,0.810606,0.087398,0.898004
electricity,fan,rlinear_q,96,2,0.101526,0.203051,0.803745,0.098126,0.901871
electricity,fan,rlinear_q,96,3,0.102148,0.204296,0.811172,0.081383,0.892555
electricity,fan,rlinear_q,96,4,0.102359,0.204719,0.807348,0.092614,0.899962
electricity,condnorm,rlinear_q,96,0,0.109072,0.218145,0.651368,0.179793,0.831161
electricity,condnorm,rlinear_q,96,1,0.10937,0.218741,0.653603,0.180023,0.833625
electricity,condnorm,rlinear_q,96,2,0.109802,0.219604,0.649386,0.186292,0.835678
electricity,condnorm,rlinear_q,96,3,0.110268,0.220536,0.645409,0.187962,0.83337
gefcom_load,raw,lgbm_q,24,0,0.098281,0.196562,0.759896,0.095957,0.855853
electricity,condnorm,rlinear_q,96,4,0.109614,0.219229,0.659938,0.177685,0.837623
electricity,raw,rlinear_q,336,0,0.113177,0.226354,0.822873,0.082116,0.904989
electricity,raw,rlinear_q,336,1,0.112499,0.224998,0.812165,0.082932,0.895096
electricity,raw,rlinear_q,336,2,0.113089,0.226177,0.820967,0.084148,0.905114
electricity,raw,rlinear_q,336,3,0.112874,0.225749,0.807424,0.087678,0.895102
electricity,raw,rlinear_q,336,4,0.113004,0.226009,0.811016,0.086146,0.897162
electricity,revin,rlinear_q,336,0,0.111429,0.222858,0.793861,0.095961,0.889822
electricity,revin,rlinear_q,336,1,0.112053,0.224106,0.794185,0.094489,0.888674
electricity,revin,rlinear_q,336,2,0.111601,0.223202,0.801697,0.093747,0.895445
electricity,revin,rlinear_q,336,3,0.111201,0.222402,0.797902,0.091601,0.889503
electricity,revin,rlinear_q,336,4,0.111552,0.223104,0.796432,0.089093,0.885525
electricity,san,rlinear_q,336,0,0.11371,0.22742,0.762986,0.118029,0.881015
electricity,san,rlinear_q,336,1,0.113633,0.227266,0.763883,0.116959,0.880842
electricity,san,rlinear_q,336,2,0.113768,0.227535,0.77032,0.113215,0.883535
electricity,san,rlinear_q,336,3,0.114105,0.228211,0.757467,0.120614,0.878081
electricity,san,rlinear_q,336,4,0.113459,0.226918,0.763546,0.114855,0.878401
electricity,fan,rlinear_q,336,0,0.113372,0.226744,0.800811,0.089848,0.890659
electricity,fan,rlinear_q,336,1,0.115844,0.231687,0.801086,0.083821,0.884907
electricity,fan,rlinear_q,336,2,0.115373,0.230745,0.801772,0.080409,0.882181
electricity,fan,rlinear_q,336,3,0.113079,0.226158,0.804449,0.088786,0.893235
electricity,fan,rlinear_q,336,4,0.114077,0.228154,0.804847,0.089103,0.89395
electricity,condnorm,rlinear_q,336,0,0.125093,0.250187,0.624831,0.206062,0.830892
electricity,condnorm,rlinear_q,336,1,0.125535,0.251069,0.614084,0.211152,0.825236
electricity,condnorm,rlinear_q,336,2,0.12544,0.250881,0.614785,0.209942,0.824727
electricity,condnorm,rlinear_q,336,3,0.125167,0.250334,0.614061,0.215439,0.8295
electricity,condnorm,rlinear_q,336,4,0.125494,0.250989,0.605305,0.216242,0.821547
gefcom_load,winz,lgbm_q,24,0,0.094394,0.188787,0.753269,0.122448,0.875716
gefcom_load,condnorm,lgbm_q,24,0,0.065511,0.131022,0.673263,0.119038,0.7923
gefcom_wind,raw,lgbm_q,336,0,0.298042,0.596084,0.658751,0.071524,0.730275
gefcom_load,raw,lgbm_q,96,0,0.140658,0.281317,0.74467,0.094614,0.839284
gefcom_wind,winz,lgbm_q,336,0,0.277903,0.555807,0.746707,0.127058,0.873765
etth1,raw,lgbm_q,336,0,0.142065,0.28413,0.771903,0.093393,0.865295
gefcom_wind,condnorm,lgbm_q,336,0,0.107554,0.215108,0.603185,0.222739,0.825925
gefcom_load,winz,lgbm_q,96,0,0.136225,0.27245,0.752451,0.126406,0.878857
gefcom_load,condnorm,lgbm_q,96,0,0.074312,0.148624,0.641706,0.126709,0.768415
gefcom_solar,raw,lgbm_q,336,0,0.065664,0.131327,0.836058,0.101562,0.937619
gefcom_solar,raw,lgbm_q,24,0,0.056934,0.113868,0.849408,0.082185,0.931593
gefcom_solar,winz,lgbm_q,24,0,0.062616,0.125233,0.801625,0.115273,0.916899
gefcom_solar,condnorm,lgbm_q,24,0,0.043689,0.087378,0.704701,0.141053,0.845754
gefcom_solar,raw,lgbm_q,96,0,0.062772,0.125544,0.838077,0.091175,0.929253
gefcom_solar,winz,lgbm_q,96,0,0.066674,0.133348,0.791872,0.123163,0.915035
etth1,winz,lgbm_q,336,0,0.136275,0.272549,0.728436,0.131592,0.860028
gefcom_solar,winz,lgbm_q,336,0,0.069108,0.138216,0.789464,0.135322,0.924786
gefcom_solar,condnorm,lgbm_q,96,0,0.043958,0.087915,0.703333,0.141078,0.844411
etth1,raw,lgbm_q,24,0,0.108979,0.217958,0.766955,0.117239,0.884194
etth1,winz,lgbm_q,24,0,0.10621,0.21242,0.728455,0.145895,0.87435
etth1,condnorm,lgbm_q,24,0,0.37637,0.75274,0.345921,0.246508,0.59243
gefcom_solar,condnorm,lgbm_q,336,0,0.044128,0.088256,0.711674,0.135243,0.846917
