dataset,arm,footing,backbone,h,seed,L,mse,threads,wall_s
gefcom_solar,raw,window_floor,mlpmix,24,4,192,0.083354,8,5.9
gefcom_solar,revin,window_floor,mlpmix,24,0,192,0.089882,8,4.9
gefcom_solar,revin,window_floor,mlpmix,24,1,192,0.088131,8,5.5
gefcom_solar,revin,window_floor,mlpmix,24,2,192,0.090511,8,4.9
gefcom_solar,revin,window_floor,mlpmix,24,3,192,0.091284,8,3.5
gefcom_solar,revin,window_floor,mlpmix,24,4,192,0.089786,8,5.3
gefcom_solar,raw,scale,mlpmix,24,0,192,0.087033,8,2.5
gefcom_solar,raw,scale,mlpmix,24,1,192,0.084738,8,5.5
gefcom_solar,raw,scale,mlpmix,24,2,192,0.085987,8,8.4
gefcom_solar,raw,scale,mlpmix,24,3,192,0.083591,8,20.7
gefcom_solar,raw,scale,mlpmix,24,4,192,0.081437,8,10.3
gefcom_solar,revin,scale,mlpmix,24,0,192,0.084106,8,4.4
gefcom_solar,revin,scale,mlpmix,24,1,192,0.081458,8,23.2
gefcom_solar,revin,scale,mlpmix,24,2,192,0.086179,8,13.3
gefcom_solar,revin,scale,mlpmix,24,3,192,0.08232,8,24.9
gefcom_solar,revin,scale,mlpmix,24,4,192,0.081574,8,9.9
gefcom_solar,raw,global,mlpmix,96,0,96,0.084311,8,5.9
gefcom_solar,raw,global,mlpmix,96,1,96,0.081964,8,4.4
gefcom_solar,raw,global,mlpmix,96,2,96,0.08729,8,2.9
gefcom_solar,raw,global,mlpmix,96,3,96,0.083133,8,6.2
gefcom_solar,raw,global,mlpmix,96,4,96,0.083136,8,4.4
gefcom_solar,revin,global,mlpmix,96,0,96,0.090948,8,8.1
gefcom_solar,revin,global,mlpmix,96,1,96,0.094111,8,7.0
gefcom_solar,revin,global,mlpmix,96,2,96,0.09321,8,7.1
gefcom_solar,revin,global,mlpmix,96,3,96,0.092297,8,6.5
gefcom_solar,revin,global,mlpmix,96,4,96,0.092191,8,7.2
gefcom_solar,raw,window,mlpmix,96,0,96,0.171082,8,7.2
gefcom_solar,raw,window,mlpmix,96,1,96,0.17162,8,7.2
gefcom_solar,raw,window,mlpmix,96,2,96,0.180565,8,4.8
gefcom_solar,raw,window,mlpmix,96,3,96,0.17614,8,8.0
gefcom_solar,raw,window,mlpmix,96,4,96,0.174453,8,6.3
gefcom_solar,revin,window,mlpmix,96,0,96,0.194701,8,11.4
gefcom_solar,revin,window,mlpmix,96,1,96,0.174459,8,8.8
gefcom_solar,revin,window,mlpmix,96,2,96,0.196929,8,5.8
gefcom_solar,revin,window,mlpmix,96,3,96,0.177577,8,8.5
gefcom_solar,revin,window,mlpmix,96,4,96,0.185847,8,9.2
gefcom_solar,raw,window_floor,mlpmix,96,0,96,0.099998,8,7.1
gefcom_solar,raw,window_floor,mlpmix,96,1,96,0.10064,8,5.3
gefcom_solar,raw,window_floor,mlpmix,96,2,96,0.101569,8,6.8
gefcom_solar,raw,window_floor,mlpmix,96,3,96,0.098522,8,6.0
gefcom_solar,raw,window_floor,mlpmix,96,4,96,0.099718,8,6.1
gefcom_solar,revin,window_floor,mlpmix,96,0,96,0.104421,8,9.1
gefcom_solar,revin,window_floor,mlpmix,96,1,96,0.106423,8,9.0
gefcom_solar,revin,window_floor,mlpmix,96,2,96,0.105652,8,8.2
gefcom_solar,revin,window_floor,mlpmix,96,3,96,0.106481,8,5.7
gefcom_solar,revin,window_floor,mlpmix,96,4,96,0.10615,8,8.5
gefcom_solar,raw,scale,mlpmix,96,0,96,0.085626,8,6.8
gefcom_solar,raw,scale,mlpmix,96,1,96,0.085828,8,4.6
gefcom_solar,raw,scale,mlpmix,96,2,96,0.095872,8,2.7
gefcom_solar,raw,scale,mlpmix,96,3,96,0.08608,8,7.3
gefcom_solar,raw,scale,mlpmix,96,4,96,0.086166,8,4.7
gefcom_solar,revin,scale,mlpmix,96,0,96,0.086834,8,4.7
gefcom_solar,revin,scale,mlpmix,96,1,96,0.085682,8,4.7
gefcom_solar,revin,scale,mlpmix,96,2,96,0.085843,8,4.1
gefcom_solar,revin,scale,mlpmix,96,3,96,0.085696,8,5.2
gefcom_solar,revin,scale,mlpmix,96,4,96,0.085343,8,5.1
gefcom_solar,raw,global,mlpmix,336,0,192,0.107624,8,9.1
gefcom_solar,raw,global,mlpmix,336,1,192,0.106279,8,8.9
gefcom_solar,raw,global,mlpmix,336,2,192,0.105908,8,12.7
gefcom_solar,raw,global,mlpmix,336,3,192,0.107745,8,16.0
gefcom_solar,raw,global,mlpmix,336,4,192,0.106119,8,15.2
gefcom_solar,revin,global,mlpmix,336,0,192,0.119488,8,16.5
gefcom_solar,revin,global,mlpmix,336,1,192,0.121857,8,58.1
gefcom_solar,revin,global,mlpmix,336,2,192,0.118616,8,104.5
gefcom_solar,revin,global,mlpmix,336,3,192,0.123546,8,72.5
gefcom_solar,revin,global,mlpmix,336,4,192,0.117548,8,94.4
gefcom_solar,raw,window,mlpmix,336,0,192,0.344691,8,81.3
gefcom_solar,raw,window,mlpmix,336,1,192,0.352661,8,98.0
gefcom_solar,raw,window,mlpmix,336,2,192,0.327774,8,124.9
gefcom_solar,raw,window,mlpmix,336,3,192,0.335493,8,243.9
gefcom_solar,raw,window,mlpmix,336,4,192,0.331175,8,222.9
gefcom_solar,revin,window,mlpmix,336,0,192,0.316502,8,55.5
gefcom_solar,revin,window,mlpmix,336,1,192,0.287407,8,23.1
gefcom_solar,revin,window,mlpmix,336,2,192,0.321632,8,18.7
gefcom_solar,revin,window,mlpmix,336,3,192,0.319755,8,16.3
gefcom_solar,revin,window,mlpmix,336,4,192,0.345494,8,49.3
gefcom_solar,raw,window_floor,mlpmix,336,0,192,0.132228,8,48.7
gefcom_solar,raw,window_floor,mlpmix,336,1,192,0.133559,8,56.2
gefcom_solar,raw,window_floor,mlpmix,336,2,192,0.132092,8,50.8
gefcom_solar,raw,window_floor,mlpmix,336,3,192,0.133349,8,74.1
gefcom_solar,raw,window_floor,mlpmix,336,4,192,0.132532,8,45.2
gefcom_solar,revin,window_floor,mlpmix,336,0,192,0.130616,8,29.7
gefcom_solar,revin,window_floor,mlpmix,336,1,192,0.130933,8,90.1
gefcom_solar,revin,window_floor,mlpmix,336,2,192,0.134491,8,77.4
gefcom_solar,revin,window_floor,mlpmix,336,3,192,0.131188,8,74.8
gefcom_solar,revin,window_floor,mlpmix,336,4,192,0.130884,8,67.8
gefcom_solar,raw,scale,mlpmix,336,0,192,0.109558,8,52.5
gefcom_solar,raw,scale,mlpmix,336,1,192,0.107701,8,58.9
gefcom_solar,raw,scale,mlpmix,336,2,192,0.10866,8,35.6
gefcom_solar,raw,scale,mlpmix,336,3,192,0.109158,8,56.0
gefcom_solar,raw,scale,mlpmix,336,4,192,0.107218,8,68.4
gefcom_solar,revin,scale,mlpmix,336,0,192,0.109514,8,81.9
gefcom_solar,revin,scale,mlpmix,336,1,192,0.108756,8,153.6
gefcom_solar,revin,scale,mlpmix,336,2,192,0.108265,8,59.3
gefcom_solar,revin,scale,mlpmix,336,3,192,0.109085,8,67.1
gefcom_solar,revin,scale,mlpmix,336,4,192,0.107988,8,75.5
gefcom_wind,raw,center_global,linmix,24,0,192,0.256114,8,5.6
gefcom_wind,raw,center_global,linmix,24,1,192,0.252388,8,1.9
gefcom_wind,raw,center_global,linmix,24,2,192,0.269842,8,6.6
gefcom_wind,raw,center_global,linmix,24,3,192,0.272228,8,3.4
gefcom_wind,raw,center_global,linmix,24,4,192,0.251923,8,3.7
gefcom_wind,revin,center_global,linmix,24,0,192,0.313321,8,5.7
gefcom_wind,revin,center_global,linmix,24,1,192,0.315005,8,8.0
gefcom_wind,revin,center_global,linmix,24,2,192,0.317143,8,5.8
gefcom_wind,revin,center_global,linmix,24,3,192,0.307682,8,2.8
gefcom_wind,revin,center_global,linmix,24,4,192,0.321415,8,3.7
gefcom_wind,raw,center_scale,linmix,24,0,192,0.282976,8,2.4
gefcom_wind,raw,center_scale,linmix,24,1,192,0.269062,8,3.4
gefcom_wind,raw,center_scale,linmix,24,2,192,0.287858,8,2.4
gefcom_wind,raw,center_scale,linmix,24,3,192,0.284914,8,0.7
gefcom_wind,raw,center_scale,linmix,24,4,192,0.262431,8,4.9
gefcom_wind,revin,center_scale,linmix,24,0,192,0.247279,8,7.8
gefcom_wind,revin,center_scale,linmix,24,1,192,0.251625,8,7.0
gefcom_wind,revin,center_scale,linmix,24,2,192,0.247986,8,8.0
gefcom_wind,revin,center_scale,linmix,24,3,192,0.256971,8,7.4
gefcom_wind,revin,center_scale,linmix,24,4,192,0.252453,8,0.5
gefcom_wind,raw,center_global,linmix,96,0,336,0.307621,8,6.0
gefcom_wind,raw,center_global,linmix,96,1,336,0.281864,8,1.1
gefcom_wind,raw,center_global,linmix,96,2,336,0.272483,8,1.0
gefcom_wind,raw,center_global,linmix,96,3,336,0.257042,8,4.6
gefcom_wind,raw,center_global,linmix,96,4,336,0.262676,8,1.4
gefcom_wind,revin,center_global,linmix,96,0,336,0.303739,8,14.2
gefcom_wind,revin,center_global,linmix,96,1,336,0.28787,8,6.6
gefcom_wind,revin,center_global,linmix,96,2,336,0.27591,8,7.4
gefcom_wind,revin,center_global,linmix,96,3,336,0.298617,8,7.2
gefcom_wind,revin,center_global,linmix,96,4,336,0.298808,8,8.0
gefcom_wind,raw,center_scale,linmix,96,0,336,0.304038,8,1.0
gefcom_wind,raw,center_scale,linmix,96,1,336,0.296208,8,5.5
gefcom_wind,raw,center_scale,linmix,96,2,336,0.292672,8,1.5
gefcom_wind,raw,center_scale,linmix,96,3,336,0.286891,8,6.1
gefcom_wind,raw,center_scale,linmix,96,4,336,0.296873,8,0.5
gefcom_wind,revin,center_scale,linmix,96,0,336,0.256843,8,10.2
gefcom_wind,revin,center_scale,linmix,96,1,336,0.241162,8,1.8
gefcom_wind,revin,center_scale,linmix,96,2,336,0.240509,8,0.8
gefcom_wind,revin,center_scale,linmix,96,3,336,0.260892,8,1.2
gefcom_wind,revin,center_scale,linmix,96,4,336,0.24015,8,1.1
gefcom_wind,raw,center_global,linmix,336,0,336,0.389104,8,1.3
gefcom_wind,raw,center_global,linmix,336,1,336,0.351452,8,1.4
gefcom_wind,raw,center_global,linmix,336,2,336,0.382218,8,1.3
gefcom_wind,raw,center_global,linmix,336,3,336,0.417996,8,1.7
gefcom_wind,raw,center_global,linmix,336,4,336,0.404213,8,1.4
gefcom_wind,revin,center_global,linmix,336,0,336,0.391465,8,3.1
gefcom_wind,revin,center_global,linmix,336,1,336,0.390372,8,3.5
gefcom_wind,revin,center_global,linmix,336,2,336,0.344961,8,3.0
gefcom_wind,revin,center_global,linmix,336,3,336,0.372549,8,3.1
gefcom_wind,revin,center_global,linmix,336,4,336,0.357914,8,2.1
gefcom_wind,raw,center_scale,linmix,336,0,336,0.381065,8,1.0
gefcom_wind,raw,center_scale,linmix,336,1,336,0.366507,8,2.3
gefcom_wind,raw,center_scale,linmix,336,2,336,0.397525,8,1.5
gefcom_wind,raw,center_scale,linmix,336,3,336,0.38376,8,0.8
gefcom_wind,raw,center_scale,linmix,336,4,336,0.386341,8,1.0
gefcom_wind,revin,center_scale,linmix,336,0,336,0.376396,8,5.0
gefcom_wind,revin,center_scale,linmix,336,1,336,0.356586,8,3.3
gefcom_wind,revin,center_scale,linmix,336,2,336,0.322031,8,1.2
gefcom_wind,revin,center_scale,linmix,336,3,336,0.341104,8,3.7
gefcom_wind,revin,center_scale,linmix,336,4,336,0.335427,8,2.1
gefcom_solar,raw,center_global,linmix,24,0,192,0.142932,8,1.6
gefcom_solar,raw,center_global,linmix,24,1,192,0.14679,8,1.2
gefcom_solar,raw,center_global,linmix,24,2,192,0.147022,8,0.8
gefcom_solar,raw,center_global,linmix,24,3,192,0.149572,8,2.0
gefcom_solar,raw,center_global,linmix,24,4,192,0.153749,8,1.4
gefcom_solar,revin,center_global,linmix,24,0,192,0.139038,8,1.2
gefcom_solar,revin,center_global,linmix,24,1,192,0.138662,8,3.9
gefcom_solar,revin,center_global,linmix,24,2,192,0.139704,8,1.3
gefcom_solar,revin,center_global,linmix,24,3,192,0.140193,8,3.1
gefcom_solar,revin,center_global,linmix,24,4,192,0.130771,8,4.6
gefcom_solar,raw,center_scale,linmix,24,0,192,0.15018,8,1.3
gefcom_solar,raw,center_scale,linmix,24,1,192,0.15323,8,1.7
gefcom_solar,raw,center_scale,linmix,24,2,192,0.151138,8,2.0
gefcom_solar,raw,center_scale,linmix,24,3,192,0.154962,8,1.4
gefcom_solar,raw,center_scale,linmix,24,4,192,0.164108,8,0.6
gefcom_solar,revin,center_scale,linmix,24,0,192,0.13614,8,1.8
gefcom_solar,revin,center_scale,linmix,24,1,192,0.132223,8,2.8
gefcom_solar,revin,center_scale,linmix,24,2,192,0.133633,8,1.5
gefcom_solar,revin,center_scale,linmix,24,3,192,0.127571,8,3.5
gefcom_solar,revin,center_scale,linmix,24,4,192,0.141083,8,1.8
gefcom_solar,raw,center_global,linmix,96,0,96,0.135145,8,2.0
gefcom_solar,raw,center_global,linmix,96,1,96,0.138205,8,0.9
gefcom_solar,raw,center_global,linmix,96,2,96,0.133058,8,1.2
gefcom_solar,raw,center_global,linmix,96,3,96,0.137307,8,1.6
gefcom_solar,raw,center_global,linmix,96,4,96,0.133462,8,1.6
gefcom_solar,revin,center_global,linmix,96,0,96,0.137979,8,1.2
gefcom_solar,revin,center_global,linmix,96,1,96,0.135341,8,3.1
gefcom_solar,revin,center_global,linmix,96,2,96,0.138857,8,1.8
gefcom_solar,revin,center_global,linmix,96,3,96,0.136864,8,1.6
gefcom_solar,revin,center_global,linmix,96,4,96,0.137707,8,2.9
gefcom_solar,raw,center_scale,linmix,96,0,96,0.152527,8,1.2
gefcom_solar,raw,center_scale,linmix,96,1,96,0.151975,8,1.4
gefcom_solar,raw,center_scale,linmix,96,2,96,0.152732,8,1.7
gefcom_solar,raw,center_scale,linmix,96,3,96,0.159141,8,1.0
gefcom_solar,raw,center_scale,linmix,96,4,96,0.150987,8,1.4
gefcom_solar,revin,center_scale,linmix,96,0,96,0.127583,8,2.7
gefcom_solar,revin,center_scale,linmix,96,1,96,0.122325,8,1.8
gefcom_solar,revin,center_scale,linmix,96,2,96,0.12714,8,2.9
gefcom_solar,revin,center_scale,linmix,96,3,96,0.128201,8,1.5
gefcom_solar,revin,center_scale,linmix,96,4,96,0.120476,8,4.9
gefcom_solar,raw,center_global,linmix,336,0,96,0.178087,8,5.0
gefcom_solar,raw,center_global,linmix,336,1,96,0.177868,8,4.9
gefcom_solar,raw,center_global,linmix,336,2,96,0.172443,8,5.1
gefcom_solar,raw,center_global,linmix,336,3,96,0.177661,8,5.5
gefcom_solar,raw,center_global,linmix,336,4,96,0.168939,8,5.2
gefcom_solar,revin,center_global,linmix,336,0,96,0.180433,8,8.7
gefcom_solar,revin,center_global,linmix,336,1,96,0.179204,8,6.3
gefcom_solar,revin,center_global,linmix,336,2,96,0.177149,8,8.4
gefcom_solar,revin,center_global,linmix,336,3,96,0.178651,8,8.6
gefcom_solar,revin,center_global,linmix,336,4,96,0.178011,8,6.2
gefcom_solar,raw,center_scale,linmix,336,0,96,0.223984,8,5.4
gefcom_solar,raw,center_scale,linmix,336,1,96,0.212771,8,4.9
gefcom_solar,raw,center_scale,linmix,336,2,96,0.201732,8,7.2
gefcom_solar,raw,center_scale,linmix,336,3,96,0.210055,8,6.2
gefcom_solar,raw,center_scale,linmix,336,4,96,0.195707,8,6.0
gefcom_solar,revin,center_scale,linmix,336,0,96,0.161685,8,7.0
gefcom_solar,revin,center_scale,linmix,336,1,96,0.159886,8,6.5
gefcom_solar,revin,center_scale,linmix,336,2,96,0.156086,8,7.8
gefcom_solar,revin,center_scale,linmix,336,3,96,0.158024,8,8.8
gefcom_solar,revin,center_scale,linmix,336,4,96,0.156605,8,8.3
