lam,seed,L,h,norm,mse,mae,epochs,r2_level,sigma_est2,th_level_term,wall_s
0.3,8,336,96,revin,0.944972,0.776362,9,0.2156,nan,0.755294,0.26
0.3,8,336,96,cn_oracle,0.161993,0.322286,6,0.2156,nan,0.0,0.12
0.3,8,336,96,cn_est,0.226008,0.380301,9,0.2156,1.538492,1.577541,0.16
0.3,8,336,336,raw,1.231455,0.88622,8,0.2156,nan,2.084156,0.15
0.3,8,336,336,revin,0.998633,0.797774,12,0.2156,nan,0.777524,0.34
0.3,8,336,336,cn_oracle,0.161926,0.321666,6,0.2156,nan,0.0,0.11
0.3,8,336,336,cn_est,0.232488,0.38551,4,0.2156,1.538492,1.573262,0.07
0.3,9,96,24,raw,0.737744,0.680505,6,0.3641,nan,1.359416,0.1
0.3,9,96,24,revin,0.72325,0.674428,9,0.3641,nan,0.640307,0.27
0.3,9,96,24,cn_oracle,0.144449,0.304101,7,0.3641,nan,0.0,0.12
0.3,9,96,24,cn_est,0.158388,0.317984,7,0.3641,0.723137,0.713673,0.12
0.3,9,96,96,raw,0.876927,0.742922,6,0.3641,nan,1.342535,0.1
0.3,9,96,96,revin,0.843093,0.730541,9,0.3641,nan,0.688582,0.39
0.3,9,96,96,cn_oracle,0.146327,0.305764,8,0.3641,nan,0.0,0.13
0.3,9,96,96,cn_est,0.164318,0.32343,7,0.3641,0.723137,0.713466,0.12
0.3,9,96,336,raw,0.989772,0.792537,4,0.3641,nan,1.346553,0.1
0.3,9,96,336,revin,0.971403,0.788497,8,0.3641,nan,0.784655,0.26
0.3,9,96,336,cn_oracle,0.145724,0.305421,8,0.3641,nan,0.0,0.13
0.3,9,96,336,cn_est,0.168482,0.32771,8,0.3641,0.723137,0.713888,0.14
0.3,9,336,24,raw,0.747393,0.684345,6,0.3641,nan,1.359416,0.11
0.3,9,336,24,revin,0.749112,0.68445,5,0.3641,nan,0.652716,0.14
0.3,9,336,24,cn_oracle,0.145091,0.305307,7,0.3641,nan,0.0,0.12
0.3,9,336,24,cn_est,0.160977,0.32095,5,0.3641,0.749516,0.713673,0.15
0.3,9,336,96,raw,0.853293,0.733884,9,0.3641,nan,1.342535,0.14
0.3,9,336,96,revin,0.848743,0.731775,9,0.3641,nan,0.669894,0.23
0.3,9,336,96,cn_oracle,0.147098,0.30754,5,0.3641,nan,0.0,0.09
0.3,9,336,96,cn_est,0.174169,0.3335,6,0.3641,0.749516,0.713466,0.12
0.3,9,336,336,raw,0.941096,0.775575,4,0.3641,nan,1.346553,0.1
0.3,9,336,336,revin,0.90716,0.762911,7,0.3641,nan,0.689327,0.18
0.3,9,336,336,cn_oracle,0.145977,0.305968,5,0.3641,nan,0.0,0.1
0.3,9,336,336,cn_est,0.191608,0.349491,5,0.3641,0.749516,0.713888,0.1
0.4,0,96,24,raw,0.73681,0.678644,11,0.3831,nan,0.973531,0.19
0.4,0,96,24,revin,0.755144,0.685912,11,0.3831,nan,0.784083,0.32
0.4,0,96,24,cn_oracle,0.103378,0.256595,12,0.3831,nan,0.0,0.2
0.4,0,96,24,cn_est,0.113645,0.268077,8,0.3831,0.308912,0.307453,0.14
0.4,0,96,96,raw,0.851725,0.732121,6,0.3831,nan,0.968943,0.13
0.4,0,96,96,revin,0.86585,0.737119,7,0.3831,nan,0.808591,0.2
0.4,0,96,96,cn_oracle,0.104629,0.25862,6,0.3831,nan,0.0,0.12
0.4,0,96,96,cn_est,0.117825,0.273678,12,0.3831,0.308912,0.307791,0.2
0.4,0,96,336,raw,0.870433,0.740021,5,0.3831,nan,0.974646,0.09
0.4,0,96,336,revin,0.870405,0.741247,12,0.3831,nan,0.794576,0.35
0.4,0,96,336,cn_oracle,0.10445,0.258068,6,0.3831,nan,0.0,0.1
0.4,0,96,336,cn_est,0.121563,0.277509,11,0.3831,0.308912,0.307282,0.18
0.4,0,336,24,raw,0.711313,0.670321,10,0.3831,nan,0.973531,0.16
0.4,0,336,24,revin,0.70547,0.665301,11,0.3831,nan,0.706253,0.41
0.4,0,336,24,cn_oracle,0.102769,0.255709,6,0.3831,nan,0.0,0.1
0.4,0,336,24,cn_est,0.113644,0.268009,7,0.3831,0.309283,0.307453,0.15
0.4,0,336,96,raw,0.811711,0.71498,8,0.3831,nan,0.968943,0.14
0.4,0,336,96,revin,0.808051,0.713737,8,0.3831,nan,0.722063,0.21
0.4,0,336,96,cn_oracle,0.104365,0.257748,5,0.3831,nan,0.0,0.1
0.4,0,336,96,cn_est,0.121346,0.277225,8,0.3831,0.309283,0.307791,0.14
0.4,0,336,336,raw,0.858396,0.73584,11,0.3831,nan,0.974646,0.17
0.4,0,336,336,revin,0.861897,0.737536,7,0.3831,nan,0.739331,0.2
0.4,0,336,336,cn_oracle,0.105258,0.25892,5,0.3831,nan,0.0,0.1
0.4,0,336,336,cn_est,0.124314,0.280549,11,0.3831,0.309283,0.307282,0.2
0.4,1,96,24,raw,0.655963,0.644269,10,0.4398,nan,0.742278,0.19
0.4,1,96,24,revin,0.674457,0.652142,10,0.4398,nan,0.644791,0.3
0.4,1,96,24,cn_oracle,0.095344,0.245782,8,0.4398,nan,0.0,0.16
0.4,1,96,24,cn_est,0.106426,0.258938,15,0.4398,0.103861,0.105918,0.28
0.4,1,96,96,raw,0.774073,0.70307,15,0.4398,nan,0.744952,0.29
0.4,1,96,96,revin,0.828726,0.724798,8,0.4398,nan,0.713807,0.24
0.4,1,96,96,cn_oracle,0.095952,0.246772,8,0.4398,nan,0.0,0.18
0.4,1,96,96,cn_est,0.109867,0.262978,11,0.4398,0.103861,0.106053,0.18
0.4,1,96,336,raw,0.853281,0.738408,9,0.4398,nan,0.74594,0.16
0.4,1,96,336,revin,0.94435,0.771696,9,0.4398,nan,0.811509,0.24
0.4,1,96,336,cn_oracle,0.096532,0.248209,6,0.4398,nan,0.0,0.11
0.4,1,96,336,cn_est,0.121919,0.278288,9,0.4398,0.103861,0.107926,0.14
0.4,1,336,24,raw,0.686989,0.660017,8,0.4398,nan,0.742278,0.13
0.4,1,336,24,revin,0.709776,0.667857,8,0.4398,nan,0.672216,0.21
0.4,1,336,24,cn_oracle,0.094824,0.245722,6,0.4398,nan,0.0,0.1
0.4,1,336,24,cn_est,0.105767,0.258297,11,0.4398,0.098708,0.105918,0.18
0.4,1,336,96,raw,0.817142,0.720659,8,0.4398,nan,0.744952,0.16
0.4,1,336,96,revin,0.835988,0.72654,9,0.4398,nan,0.703248,0.3
0.4,1,336,96,cn_oracle,0.097237,0.249158,8,0.4398,nan,0.0,0.14
0.4,1,336,96,cn_est,0.110596,0.26478,12,0.4398,0.098708,0.106053,0.2
0.4,1,336,336,raw,0.853537,0.73917,6,0.4398,nan,0.74594,0.1
0.4,1,336,336,revin,0.880054,0.746933,5,0.4398,nan,0.7284,0.18
0.4,1,336,336,cn_oracle,0.097845,0.249904,6,0.4398,nan,0.0,0.13
0.4,1,336,336,cn_est,0.122497,0.279609,10,0.4398,0.098708,0.107926,0.17
0.4,2,96,24,raw,0.694622,0.656199,11,0.4434,nan,0.724283,0.18
0.4,2,96,24,revin,0.726694,0.672623,11,0.4434,nan,0.701225,0.38
0.4,2,96,24,cn_oracle,0.091013,0.240424,6,0.4434,nan,0.0,0.1
0.4,2,96,24,cn_est,0.101613,0.253035,10,0.4434,0.082326,0.081297,0.16
0.4,2,96,96,raw,0.790493,0.706015,10,0.4434,nan,0.7115,0.17
0.4,2,96,96,revin,0.845963,0.732328,10,0.4434,nan,0.742813,0.34
0.4,2,96,96,cn_oracle,0.091875,0.241866,8,0.4434,nan,0.0,0.13
0.4,2,96,96,cn_est,0.106152,0.259381,12,0.4434,0.082326,0.079888,0.19
0.4,2,96,336,raw,0.804577,0.712964,9,0.4434,nan,0.695318,0.14
0.4,2,96,336,revin,0.872801,0.744327,8,0.4434,nan,0.75871,0.21
0.4,2,96,336,cn_oracle,0.09313,0.24355,6,0.4434,nan,0.0,0.15
0.4,2,96,336,cn_est,0.121762,0.278224,15,0.4434,0.082326,0.073218,0.25
0.4,2,336,24,raw,0.684048,0.649604,8,0.4434,nan,0.724283,0.13
0.4,2,336,24,revin,0.702452,0.65898,5,0.4434,nan,0.679503,0.14
0.4,2,336,24,cn_oracle,0.091741,0.242003,7,0.4434,nan,0.0,0.11
0.4,2,336,24,cn_est,0.101398,0.25416,9,0.4434,0.096767,0.081297,0.14
0.4,2,336,96,raw,0.771972,0.695139,7,0.4434,nan,0.7115,0.12
0.4,2,336,96,revin,0.79402,0.705482,9,0.4434,nan,0.682027,0.27
0.4,2,336,96,cn_oracle,0.093055,0.243701,5,0.4434,nan,0.0,0.08
0.4,2,336,96,cn_est,0.1068,0.261374,11,0.4434,0.096767,0.079888,0.21
0.4,2,336,336,raw,0.799747,0.711391,14,0.4434,nan,0.695318,0.26
0.4,2,336,336,revin,0.819031,0.721178,6,0.4434,nan,0.673962,0.18
0.4,2,336,336,cn_oracle,0.094114,0.244843,6,0.4434,nan,0.0,0.12
0.4,2,336,336,cn_est,0.122042,0.278627,10,0.4434,0.096767,0.073218,0.19
0.4,3,96,24,raw,0.68654,0.654343,7,0.3989,nan,0.753315,0.12
0.4,3,96,24,revin,0.704929,0.662078,6,0.3989,nan,0.66131,0.16
0.4,3,96,24,cn_oracle,0.10721,0.260786,7,0.3989,nan,0.0,0.12
0.4,3,96,24,cn_est,0.11928,0.274955,13,0.3989,0.213448,0.21351,0.25
0.4,3,96,96,raw,0.771939,0.697515,7,0.3989,nan,0.758701,0.14
0.4,3,96,96,revin,0.805239,0.711863,6,0.3989,nan,0.692812,0.18
0.4,3,96,96,cn_oracle,0.107612,0.260537,10,0.3989,nan,0.0,0.2
0.4,3,96,96,cn_est,0.125101,0.281097,14,0.3989,0.213448,0.21188,0.28
0.4,3,96,336,raw,0.810397,0.717765,15,0.3989,nan,0.769438,0.29
0.4,3,96,336,revin,0.854093,0.736667,10,0.3989,nan,0.727841,0.3
0.4,3,96,336,cn_oracle,0.108461,0.260907,6,0.3989,nan,0.0,0.12
0.4,3,96,336,cn_est,0.137425,0.295477,9,0.3989,0.213448,0.208518,0.17
0.4,3,336,24,raw,0.679926,0.651511,8,0.3989,nan,0.753315,0.13
0.4,3,336,24,revin,0.685308,0.65378,9,0.3989,nan,0.631367,0.26
0.4,3,336,24,cn_oracle,0.109059,0.261922,6,0.3989,nan,0.0,0.12
0.4,3,336,24,cn_est,0.120385,0.276654,10,0.3989,0.22324,0.21351,0.19
0.4,3,336,96,raw,0.772612,0.696469,9,0.3989,nan,0.758701,0.19
0.4,3,336,96,revin,0.779504,0.698445,8,0.3989,nan,0.645182,0.24
0.4,3,336,96,cn_oracle,0.109972,0.262754,6,0.3989,nan,0.0,0.12
0.4,3,336,96,cn_est,0.127298,0.284462,10,0.3989,0.22324,0.21188,0.2
0.4,3,336,336,raw,0.806948,0.713443,11,0.3989,nan,0.769438,0.21
0.4,3,336,336,revin,0.813218,0.714898,10,0.3989,nan,0.664091,0.29
0.4,3,336,336,cn_oracle,0.109934,0.262635,5,0.3989,nan,0.0,0.1
0.4,3,336,336,cn_est,0.139432,0.297394,9,0.3989,0.22324,0.208518,0.17
0.4,4,96,24,raw,0.784404,0.699015,11,0.4178,nan,1.083502,0.22
0.4,4,96,24,revin,0.795314,0.705532,11,0.4178,nan,0.810215,0.3
0.4,4,96,24,cn_oracle,0.105565,0.256969,7,0.4178,nan,0.0,0.12
0.4,4,96,24,cn_est,0.116145,0.269583,8,0.4178,0.376164,0.38261,0.14
0.4,4,96,96,raw,0.920194,0.763357,10,0.4178,nan,1.090566,0.16
0.4,4,96,96,revin,0.932401,0.771838,11,0.4178,nan,0.824032,0.28
0.4,4,96,96,cn_oracle,0.107527,0.259093,6,0.4178,nan,0.0,0.1
0.4,4,96,96,cn_est,0.122035,0.277057,7,0.4178,0.376164,0.385596,0.11
0.4,4,96,336,raw,0.998028,0.797152,6,0.4178,nan,1.103606,0.1
0.4,4,96,336,revin,0.989817,0.799155,14,0.4178,nan,0.862655,0.35
0.4,4,96,336,cn_oracle,0.107411,0.259312,10,0.4178,nan,0.0,0.16
0.4,4,96,336,cn_est,0.128496,0.285048,10,0.4178,0.376164,0.398999,0.16
0.4,4,336,24,raw,0.805246,0.713945,6,0.4178,nan,1.083502,0.1
0.4,4,336,24,revin,0.785459,0.704651,10,0.4178,nan,0.759007,0.25
0.4,4,336,24,cn_oracle,0.106852,0.257791,6,0.4178,nan,0.0,0.1
0.4,4,336,24,cn_est,0.120151,0.274021,10,0.4178,0.367733,0.38261,0.16
0.4,4,336,96,raw,0.912769,0.763544,7,0.4178,nan,1.090566,0.12
0.4,4,336,96,revin,0.90461,0.759514,8,0.4178,nan,0.775246,0.21
0.4,4,336,96,cn_oracle,0.107679,0.258878,5,0.4178,nan,0.0,0.09
0.4,4,336,96,cn_est,0.125263,0.280281,7,0.4178,0.367733,0.385596,0.11
0.4,4,336,336,raw,0.958916,0.785426,5,0.4178,nan,1.103606,0.08
0.4,4,336,336,revin,0.946886,0.782708,6,0.4178,nan,0.789876,0.15
0.4,4,336,336,cn_oracle,0.107223,0.25886,5,0.4178,nan,0.0,0.08
0.4,4,336,336,cn_est,0.132909,0.28943,9,0.4178,0.367733,0.398999,0.14
0.4,5,96,24,raw,1.060047,0.818373,5,0.3767,nan,1.576108,0.08
0.4,5,96,24,revin,0.981197,0.786453,7,0.3767,nan,1.00182,0.19
0.4,5,96,24,cn_oracle,0.127356,0.282537,6,0.3767,nan,0.0,0.1
0.4,5,96,24,cn_est,0.141719,0.297763,10,0.3767,0.776923,0.776019,0.17
0.4,5,96,96,raw,1.306757,0.915726,5,0.3767,nan,1.58238,0.08
0.4,5,96,96,revin,1.117647,0.844308,6,0.3767,nan,1.026596,0.16
0.4,5,96,96,cn_oracle,0.129962,0.285611,9,0.3767,nan,0.0,0.14
0.4,5,96,96,cn_est,0.148995,0.304945,7,0.3767,0.776923,0.775798,0.11
0.4,5,96,336,raw,1.315798,0.9179,11,0.3767,nan,1.614388,0.17
0.4,5,96,336,revin,1.16461,0.862002,7,0.3767,nan,1.039309,0.18
0.4,5,96,336,cn_oracle,0.134474,0.291855,6,0.3767,nan,0.0,0.1
0.4,5,96,336,cn_est,0.154102,0.311743,8,0.3767,0.776923,0.774922,0.13
0.4,5,336,24,raw,0.978012,0.78723,5,0.3767,nan,1.576108,0.08
0.4,5,336,24,revin,0.911611,0.758463,11,0.3767,nan,0.902678,0.29
0.4,5,336,24,cn_oracle,0.130348,0.286605,6,0.3767,nan,0.0,0.11
0.4,5,336,24,cn_est,0.14711,0.304136,8,0.3767,0.78278,0.776019,0.13
0.4,5,336,96,raw,1.120036,0.845016,5,0.3767,nan,1.58238,0.12
0.4,5,336,96,revin,1.089136,0.832715,5,0.3767,nan,0.933255,0.15
0.4,5,336,96,cn_oracle,0.133464,0.290274,6,0.3767,nan,0.0,0.11
0.4,5,336,96,cn_est,0.165669,0.323197,5,0.3767,0.78278,0.775798,0.11
0.4,5,336,336,raw,1.196238,0.872842,6,0.3767,nan,1.614388,0.12
0.4,5,336,336,revin,1.155672,0.857919,6,0.3767,nan,0.97009,0.17
0.4,5,336,336,cn_oracle,0.136286,0.293639,7,0.3767,nan,0.0,0.14
0.4,5,336,336,cn_est,0.172846,0.330441,6,0.3767,0.78278,0.774922,0.11
0.4,6,96,24,raw,0.917506,0.751888,7,0.3549,nan,1.414322,0.14
0.4,6,96,24,revin,0.860284,0.730892,13,0.3549,nan,0.850895,0.39
0.4,6,96,24,cn_oracle,0.114279,0.269056,6,0.3549,nan,0.0,0.1
0.4,6,96,24,cn_est,0.128244,0.285121,11,0.3549,0.681514,0.690693,0.18
0.4,6,96,96,raw,1.1237,0.842818,5,0.3549,nan,1.394601,0.11
0.4,6,96,96,revin,0.977241,0.790243,15,0.3549,nan,0.883742,0.45
0.4,6,96,96,cn_oracle,0.113722,0.268627,7,0.3549,nan,0.0,0.14
0.4,6,96,96,cn_est,0.132011,0.28983,7,0.3549,0.681514,0.691507,0.12
0.4,6,96,336,raw,1.112527,0.839368,6,0.3549,nan,1.386317,0.1
0.4,6,96,336,revin,1.028765,0.811878,8,0.3549,nan,0.91194,0.22
0.4,6,96,336,cn_oracle,0.112985,0.268036,6,0.3549,nan,0.0,0.1
0.4,6,96,336,cn_est,0.13443,0.292205,7,0.3549,0.681514,0.695952,0.13
0.4,6,336,24,raw,0.84355,0.724536,7,0.3549,nan,1.414322,0.12
0.4,6,336,24,revin,0.841574,0.723809,11,0.3549,nan,0.800787,0.3
0.4,6,336,24,cn_oracle,0.114059,0.268445,5,0.3549,nan,0.0,0.09
0.4,6,336,24,cn_est,0.132942,0.290403,6,0.3549,0.657657,0.690693,0.1
0.4,6,336,96,raw,0.987235,0.792284,5,0.3549,nan,1.394601,0.08
0.4,6,336,96,revin,0.940658,0.774449,12,0.3549,nan,0.819813,0.32
0.4,6,336,96,cn_oracle,0.113766,0.268361,9,0.3549,nan,0.0,0.15
0.4,6,336,96,cn_est,0.141734,0.299945,6,0.3549,0.657657,0.691507,0.11
0.4,6,336,336,raw,0.99714,0.798054,12,0.3549,nan,1.386317,0.21
0.4,6,336,336,revin,0.970619,0.78963,9,0.3549,nan,0.834191,0.31
0.4,6,336,336,cn_oracle,0.114044,0.269094,10,0.3549,nan,0.0,0.17
0.4,6,336,336,cn_est,0.143369,0.301687,6,0.3549,0.657657,0.695952,0.12
0.4,7,96,24,raw,0.803523,0.713477,9,0.4181,nan,0.917788,0.14
0.4,7,96,24,revin,0.824577,0.71997,9,0.4181,nan,0.804904,0.26
0.4,7,96,24,cn_oracle,0.095991,0.248784,9,0.4181,nan,0.0,0.16
0.4,7,96,24,cn_est,0.10504,0.259285,10,0.4181,0.10148,0.099671,0.17
0.4,7,96,96,raw,0.897446,0.754002,7,0.4181,nan,0.916329,0.14
0.4,7,96,96,revin,0.93174,0.767977,12,0.4181,nan,0.837478,0.35
0.4,7,96,96,cn_oracle,0.098569,0.251895,7,0.4181,nan,0.0,0.13
0.4,7,96,96,cn_est,0.108516,0.262988,9,0.4181,0.10148,0.099403,0.21
0.4,7,96,336,raw,0.982596,0.792705,13,0.4181,nan,0.92692,0.25
0.4,7,96,336,revin,1.054578,0.824249,11,0.4181,nan,0.937654,0.3
0.4,7,96,336,cn_oracle,0.098967,0.252329,6,0.4181,nan,0.0,0.12
0.4,7,96,336,cn_est,0.11173,0.26678,9,0.4181,0.10148,0.098332,0.18
0.4,7,336,24,raw,0.830991,0.727112,11,0.4181,nan,0.917788,0.21
0.4,7,336,24,revin,0.830092,0.725447,6,0.4181,nan,0.818038,0.16
0.4,7,336,24,cn_oracle,0.097184,0.249328,6,0.4181,nan,0.0,0.11
0.4,7,336,24,cn_est,0.104769,0.258116,10,0.4181,0.105368,0.099671,0.21
0.4,7,336,96,raw,0.957926,0.785934,5,0.4181,nan,0.916329,0.1
0.4,7,336,96,revin,0.956327,0.784251,8,0.4181,nan,0.841434,0.24
0.4,7,336,96,cn_oracle,0.098906,0.251631,5,0.4181,nan,0.0,0.1
0.4,7,336,96,cn_est,0.108136,0.262002,8,0.4181,0.105368,0.099403,0.15
0.4,7,336,336,raw,1.020496,0.811766,8,0.4181,nan,0.92692,0.16
0.4,7,336,336,revin,1.047219,0.823395,8,0.4181,nan,0.884485,0.23
0.4,7,336,336,cn_oracle,0.09911,0.25192,7,0.4181,nan,0.0,0.14
0.4,7,336,336,cn_est,0.111725,0.266242,10,0.4181,0.105368,0.098332,0.19
0.4,8,96,24,raw,0.838482,0.717539,14,0.4158,nan,1.285286,0.27
0.4,8,96,24,revin,0.828183,0.713261,10,0.4158,nan,0.845686,0.3
0.4,8,96,24,cn_oracle,0.108061,0.261035,6,0.4158,nan,0.0,0.12
0.4,8,96,24,cn_est,0.119076,0.274421,9,0.4158,0.54641,0.548495,0.18
0.4,8,96,96,raw,1.007174,0.797514,6,0.4158,nan,1.288102,0.12
0.4,8,96,96,revin,0.981427,0.787866,6,0.4158,nan,0.87793,0.18
0.4,8,96,96,cn_oracle,0.108769,0.261798,7,0.4158,nan,0.0,0.14
0.4,8,96,96,cn_est,0.121566,0.277373,8,0.4158,0.54641,0.548486,0.14
0.4,8,96,336,raw,1.015763,0.803271,11,0.4158,nan,1.28198,0.19
0.4,8,96,336,revin,1.01611,0.807534,7,0.4158,nan,0.883495,0.21
0.4,8,96,336,cn_oracle,0.110119,0.263855,7,0.4158,nan,0.0,0.14
0.4,8,96,336,cn_est,0.126388,0.284227,10,0.4158,0.54641,0.548101,0.18
0.4,8,336,24,raw,0.794959,0.704984,5,0.4158,nan,1.285286,0.09
0.4,8,336,24,revin,0.783662,0.700392,5,0.4158,nan,0.768299,0.13
0.4,8,336,24,cn_oracle,0.108666,0.262233,9,0.4158,nan,0.0,0.18
0.4,8,336,24,cn_est,0.122109,0.278644,6,0.4158,0.536424,0.548495,0.13
0.4,8,336,96,raw,0.968763,0.782388,7,0.4158,nan,1.288102,0.11
0.4,8,336,96,revin,0.920477,0.764657,11,0.4158,nan,0.785803,0.31
0.4,8,336,96,cn_oracle,0.110707,0.264709,5,0.4158,nan,0.0,0.1
0.4,8,336,96,cn_est,0.128221,0.285778,12,0.4158,0.536424,0.548486,0.25
0.4,8,336,336,raw,0.935525,0.771302,10,0.4158,nan,1.28198,0.16
0.4,8,336,336,revin,0.922426,0.766319,10,0.4158,nan,0.773638,0.25
0.4,8,336,336,cn_oracle,0.111301,0.26587,5,0.4158,nan,0.0,0.08
0.4,8,336,336,cn_est,0.132959,0.291829,10,0.4158,0.536424,0.548101,0.17
0.4,9,96,24,raw,0.776004,0.687945,7,0.4291,nan,1.079972,0.11
0.4,9,96,24,revin,0.777888,0.690366,10,0.4291,nan,0.756042,0.26
0.4,9,96,24,cn_oracle,0.108165,0.263675,8,0.4291,nan,0.0,0.13
0.4,9,96,24,cn_est,0.13713,0.294532,8,0.4291,0.373885,0.38163,0.13
0.4,9,96,96,raw,0.92418,0.751258,9,0.4291,nan,1.081631,0.15
0.4,9,96,96,revin,0.944106,0.763217,14,0.4291,nan,0.844709,0.36
0.4,9,96,96,cn_oracle,0.108897,0.264953,8,0.4291,nan,0.0,0.13
0.4,9,96,96,cn_est,0.159914,0.316957,9,0.4291,0.373885,0.383832,0.15
0.4,9,96,336,raw,1.028686,0.793871,7,0.4291,nan,1.081297,0.11
0.4,9,96,336,revin,1.060591,0.806737,8,0.4291,nan,0.927551,0.23
0.4,9,96,336,cn_oracle,0.108855,0.264631,7,0.4291,nan,0.0,0.14
0.4,9,96,336,cn_est,0.224961,0.370523,8,0.4291,0.373885,0.390055,0.15
0.4,9,336,24,raw,0.772981,0.68892,12,0.4291,nan,1.079972,0.19
0.4,9,336,24,revin,0.769559,0.688989,12,0.4291,nan,0.762144,0.33
0.4,9,336,24,cn_oracle,0.108834,0.264266,7,0.4291,nan,0.0,0.13
0.4,9,336,24,cn_est,0.141765,0.299395,7,0.4291,0.360189,0.38163,0.13
0.4,9,336,96,raw,0.92623,0.75396,5,0.4291,nan,1.081631,0.09
0.4,9,336,96,revin,0.916249,0.749791,5,0.4291,nan,0.805949,0.14
0.4,9,336,96,cn_oracle,0.110199,0.266303,7,0.4291,nan,0.0,0.13
0.4,9,336,96,cn_est,0.163254,0.320542,6,0.4291,0.360189,0.383832,0.12
0.4,9,336,336,raw,1.028369,0.793965,12,0.4291,nan,1.081297,0.23
0.4,9,336,336,revin,1.035216,0.794223,10,0.4291,nan,0.88073,0.29
0.4,9,336,336,cn_oracle,0.110245,0.266161,7,0.4291,nan,0.0,0.12
0.4,9,336,336,cn_est,0.232055,0.377375,10,0.4291,0.360189,0.390055,0.16
0.5,0,336,24,raw,0.713665,0.655444,6,0.4441,nan,0.66386,0.12
0.5,0,336,24,revin,0.725943,0.661156,12,0.4441,nan,0.655819,0.34
0.5,0,336,24,cn_oracle,0.084575,0.231959,5,0.4441,nan,0.0,0.1
0.5,0,336,24,cn_est,0.092466,0.241706,14,0.4441,0.043117,0.044562,0.27
0.5,0,336,96,raw,0.793112,0.69441,7,0.4441,nan,0.656546,0.14
0.5,0,336,96,revin,0.815543,0.704076,6,0.4441,nan,0.664228,0.18
0.5,0,336,96,cn_oracle,0.085155,0.232636,5,0.4441,nan,0.0,0.1
0.5,0,336,96,cn_est,0.095093,0.245299,12,0.4441,0.043117,0.044768,0.19
0.5,0,336,336,raw,0.815167,0.708088,7,0.4441,nan,0.64735,0.11
0.5,0,336,336,revin,0.837666,0.718209,13,0.4441,nan,0.66803,0.34
0.5,0,336,336,cn_oracle,0.08574,0.23339,6,0.4441,nan,0.0,0.24
0.5,0,336,336,cn_est,0.101968,0.254596,9,0.4441,0.043117,0.044999,0.18
0.5,1,96,24,raw,0.931895,0.762291,10,0.4664,nan,1.127961,0.18
0.5,1,96,24,revin,0.95475,0.771775,9,0.4664,nan,0.999119,0.28
0.5,1,96,24,cn_oracle,0.106104,0.260962,6,0.4664,nan,0.0,0.12
0.5,1,96,24,cn_est,0.120906,0.279117,5,0.4664,0.332665,0.322047,0.1
0.5,1,96,96,raw,1.137271,0.848445,6,0.4664,nan,1.129507,0.12
0.5,1,96,96,revin,1.160624,0.858607,10,0.4664,nan,1.072257,0.3
0.5,1,96,96,cn_oracle,0.10634,0.262304,8,0.4664,nan,0.0,0.16
0.5,1,96,96,cn_est,0.126691,0.286463,5,0.4664,0.332665,0.319529,0.1
0.5,1,96,336,raw,1.191646,0.869224,4,0.4664,nan,1.115802,0.08
0.5,1,96,336,revin,1.181526,0.869505,9,0.4664,nan,1.048638,0.23
0.5,1,96,336,cn_oracle,0.105928,0.2617,6,0.4664,nan,0.0,0.1
0.5,1,96,336,cn_est,0.140202,0.300007,4,0.4664,0.332665,0.306742,0.07
0.5,1,336,24,raw,0.949961,0.772764,10,0.4664,nan,1.127961,0.16
0.5,1,336,24,revin,0.955255,0.776431,5,0.4664,nan,0.927404,0.16
0.5,1,336,24,cn_oracle,0.104778,0.260079,6,0.4664,nan,0.0,0.12
0.5,1,336,24,cn_est,0.125106,0.283754,6,0.4664,0.358246,0.322047,0.13
0.5,1,336,96,raw,1.113838,0.841099,8,0.4664,nan,1.129507,0.14
0.5,1,336,96,revin,1.071615,0.825721,11,0.4664,nan,0.933269,0.29
0.5,1,336,96,cn_oracle,0.106121,0.261803,5,0.4664,nan,0.0,0.13
0.5,1,336,96,cn_est,0.132767,0.292118,5,0.4664,0.358246,0.319529,0.11
0.5,1,336,336,raw,1.16131,0.859162,7,0.4664,nan,1.115802,0.11
0.5,1,336,336,revin,1.10813,0.841849,7,0.4664,nan,0.926042,0.22
0.5,1,336,336,cn_oracle,0.106983,0.263301,6,0.4664,nan,0.0,0.12
0.5,1,336,336,cn_est,0.146118,0.30558,4,0.4664,0.358246,0.306742,0.09
0.5,2,96,24,raw,0.751702,0.683731,8,0.5204,nan,0.820357,0.14
0.5,2,96,24,revin,0.785479,0.696555,13,0.5204,nan,0.765827,0.37
0.5,2,96,24,cn_oracle,0.09542,0.245066,8,0.5204,nan,0.0,0.14
0.5,2,96,24,cn_est,0.105663,0.258152,8,0.5204,0.058836,0.051267,0.14
0.5,2,96,96,raw,0.848334,0.728551,15,0.5204,nan,0.824921,0.24
0.5,2,96,96,revin,0.906218,0.75199,11,0.5204,nan,0.818629,0.32
0.5,2,96,96,cn_oracle,0.096962,0.247805,9,0.5204,nan,0.0,0.16
0.5,2,96,96,cn_est,0.110048,0.26395,10,0.5204,0.058836,0.048627,0.17
0.5,2,96,336,raw,0.869027,0.741569,7,0.5204,nan,0.819641,0.15
0.5,2,96,336,revin,0.924804,0.763011,11,0.5204,nan,0.819732,0.32
0.5,2,96,336,cn_oracle,0.097219,0.248872,10,0.5204,nan,0.0,0.2
