lam,seed,L,h,norm,mse,mae,epochs,r2_level,sigma_est2,th_level_term,wall_s
0.1,2,96,24,revin,0.534723,0.579745,9,0.1529,nan,0.381008,0.26
0.1,2,96,24,cn_oracle,0.186079,0.34307,6,0.1529,nan,0.0,0.12
0.1,2,96,24,cn_est,0.221615,0.375265,8,0.1529,0.464155,0.435573,0.16
0.1,2,96,96,raw,0.581118,0.607131,7,0.1529,nan,0.727628,0.14
0.1,2,96,96,revin,0.589935,0.611915,9,0.1529,nan,0.397156,0.26
0.1,2,96,96,cn_oracle,0.186772,0.342832,6,0.1529,nan,0.0,0.16
0.1,2,96,96,cn_est,0.236787,0.387804,9,0.1529,0.464155,0.431491,0.19
0.1,2,96,336,raw,0.605814,0.623485,15,0.1529,nan,0.700684,0.29
0.1,2,96,336,revin,0.620748,0.632565,10,0.1529,nan,0.418371,0.27
0.1,2,96,336,cn_oracle,0.186145,0.342346,7,0.1529,nan,0.0,0.15
0.1,2,96,336,cn_est,0.265843,0.41119,15,0.1529,0.464155,0.4167,0.27
0.1,2,336,24,raw,0.522874,0.57733,10,0.1529,nan,0.727618,0.17
0.1,2,336,24,revin,0.509901,0.570951,7,0.1529,nan,0.3539,0.21
0.1,2,336,24,cn_oracle,0.184798,0.341436,9,0.1529,nan,0.0,0.19
0.1,2,336,24,cn_est,0.217557,0.370844,10,0.1529,0.563946,0.435573,0.18
0.1,2,336,96,raw,0.569861,0.60426,7,0.1529,nan,0.727628,0.11
0.1,2,336,96,revin,0.580245,0.61005,10,0.1529,nan,0.360318,0.29
0.1,2,336,96,cn_oracle,0.185533,0.341737,7,0.1529,nan,0.0,0.14
0.1,2,336,96,cn_est,0.238074,0.388782,9,0.1529,0.563946,0.431491,0.18
0.1,2,336,336,raw,0.614315,0.629825,7,0.1529,nan,0.700684,0.14
0.1,2,336,336,revin,0.616618,0.631226,5,0.1529,nan,0.377604,0.15
0.1,2,336,336,cn_oracle,0.186508,0.342387,6,0.1529,nan,0.0,0.12
0.1,2,336,336,cn_est,0.267202,0.41248,6,0.1529,0.563946,0.4167,0.12
0.1,3,96,24,raw,1.342079,0.927462,5,0.1091,nan,4.966334,0.1
0.1,3,96,24,revin,0.823176,0.723219,9,0.1091,nan,0.566417,0.27
0.1,3,96,24,cn_oracle,0.300441,0.439251,8,0.1091,nan,0.0,0.17
0.1,3,96,24,cn_est,0.456541,0.541529,6,0.1091,4.528656,4.598483,0.12
0.1,3,96,96,raw,2.334231,1.266932,5,0.1091,nan,4.969369,0.1
0.1,3,96,96,revin,0.898299,0.760073,8,0.1091,nan,0.590577,0.24
0.1,3,96,96,cn_oracle,0.30319,0.442586,9,0.1091,nan,0.0,0.16
0.1,3,96,96,cn_est,0.588221,0.619357,6,0.1091,4.528656,4.622289,0.13
0.1,3,96,336,raw,3.438294,1.593983,4,0.1091,nan,5.058243,0.08
0.1,3,96,336,revin,0.952126,0.782901,6,0.1091,nan,0.636355,0.15
0.1,3,96,336,cn_oracle,0.302923,0.441647,6,0.1091,nan,0.0,0.1
0.1,3,96,336,cn_est,1.07755,0.860996,6,0.1091,4.528656,4.723749,0.1
0.1,3,336,24,raw,1.104352,0.835446,6,0.1091,nan,4.966334,0.1
0.1,3,336,24,revin,0.804518,0.713852,6,0.1091,nan,0.544071,0.17
0.1,3,336,24,cn_oracle,0.298081,0.438446,6,0.1091,nan,0.0,0.1
0.1,3,336,24,cn_est,0.393917,0.502439,6,0.1091,4.359981,4.598483,0.1
0.1,3,336,96,raw,1.782277,1.072665,5,0.1091,nan,4.969369,0.09
0.1,3,336,96,revin,0.872462,0.748711,9,0.1091,nan,0.559101,0.24
0.1,3,336,96,cn_oracle,0.302335,0.441553,6,0.1091,nan,0.0,0.17
0.1,3,336,96,cn_est,0.514296,0.571838,9,0.1091,4.359981,4.622289,0.18
0.1,3,336,336,raw,2.094982,1.18309,7,0.1091,nan,5.058243,0.13
0.1,3,336,336,revin,0.941308,0.780918,5,0.1091,nan,0.60991,0.15
0.1,3,336,336,cn_oracle,0.301334,0.440553,5,0.1091,nan,0.0,0.1
0.1,3,336,336,cn_est,0.973941,0.805009,7,0.1091,4.359981,4.723749,0.14
0.1,4,96,24,raw,0.427126,0.518526,14,0.119,nan,0.61013,0.23
0.1,4,96,24,revin,0.43447,0.522861,8,0.119,nan,0.310514,0.21
0.1,4,96,24,cn_oracle,0.160363,0.319602,8,0.119,nan,0.0,0.15
0.1,4,96,24,cn_est,0.193708,0.351327,10,0.119,0.393079,0.402697,0.17
0.1,4,96,96,raw,0.468465,0.546234,9,0.119,nan,0.605744,0.15
0.1,4,96,96,revin,0.473866,0.548402,9,0.119,nan,0.317714,0.24
0.1,4,96,96,cn_oracle,0.160824,0.320261,7,0.119,nan,0.0,0.16
0.1,4,96,96,cn_est,0.213661,0.368233,15,0.119,0.393079,0.408605,0.3
0.1,4,96,336,raw,0.510799,0.571051,15,0.119,nan,0.612773,0.29
0.1,4,96,336,revin,0.529629,0.579816,8,0.119,nan,0.36795,0.24
0.1,4,96,336,cn_oracle,0.162317,0.320604,6,0.119,nan,0.0,0.12
0.1,4,96,336,cn_est,0.256287,0.400202,12,0.119,0.393079,0.424332,0.22
0.1,4,336,24,raw,0.413934,0.511289,12,0.119,nan,0.61013,0.23
0.1,4,336,24,revin,0.426214,0.518937,5,0.119,nan,0.309454,0.15
0.1,4,336,24,cn_oracle,0.158143,0.316361,6,0.119,nan,0.0,0.12
0.1,4,336,24,cn_est,0.193389,0.350051,11,0.119,0.391325,0.402697,0.22
0.1,4,336,96,raw,0.460232,0.541234,10,0.119,nan,0.605744,0.19
0.1,4,336,96,revin,0.468329,0.545641,6,0.119,nan,0.325024,0.18
0.1,4,336,96,cn_oracle,0.16177,0.319985,5,0.119,nan,0.0,0.1
0.1,4,336,96,cn_est,0.220738,0.3733,9,0.119,0.391325,0.408605,0.16
0.1,4,336,336,raw,0.510549,0.570381,10,0.119,nan,0.612773,0.18
0.1,4,336,336,revin,0.52061,0.574739,6,0.119,nan,0.363894,0.17
0.1,4,336,336,cn_oracle,0.164881,0.322693,5,0.119,nan,0.0,0.09
0.1,4,336,336,cn_est,0.256903,0.400137,13,0.119,0.391325,0.424332,0.2
0.1,5,96,24,raw,0.627146,0.633293,9,0.1629,nan,2.88773,0.14
0.1,5,96,24,revin,0.577299,0.605641,9,0.1629,nan,0.406718,0.28
0.1,5,96,24,cn_oracle,0.246618,0.395786,7,0.1629,nan,0.0,0.14
0.1,5,96,24,cn_est,0.282898,0.425253,11,0.1629,2.272535,2.311115,0.22
0.1,5,96,96,raw,0.696678,0.668082,6,0.1629,nan,2.895223,0.12
0.1,5,96,96,revin,0.663672,0.652002,6,0.1629,nan,0.445006,0.18
0.1,5,96,96,cn_oracle,0.250772,0.399572,6,0.1629,nan,0.0,0.11
0.1,5,96,96,cn_est,0.300885,0.439447,10,0.1629,2.272535,2.320084,0.17
0.1,5,96,336,raw,0.789258,0.714507,5,0.1629,nan,2.94651,0.08
0.1,5,96,336,revin,0.69912,0.672995,13,0.1629,nan,0.475203,0.39
0.1,5,96,336,cn_oracle,0.252673,0.402412,9,0.1629,nan,0.0,0.18
0.1,5,96,336,cn_est,0.357921,0.479366,5,0.1629,2.272535,2.361854,0.09
0.1,5,336,24,raw,0.60519,0.623838,8,0.1629,nan,2.88773,0.2
0.1,5,336,24,revin,0.560192,0.596431,9,0.1629,nan,0.405546,0.36
0.1,5,336,24,cn_oracle,0.247054,0.398256,10,0.1629,nan,0.0,0.2
0.1,5,336,24,cn_est,0.29194,0.432666,6,0.1629,2.208385,2.311115,0.1
0.1,5,336,96,raw,0.677041,0.659633,9,0.1629,nan,2.895223,0.14
0.1,5,336,96,revin,0.635874,0.639881,6,0.1629,nan,0.418863,0.2
0.1,5,336,96,cn_oracle,0.252641,0.402383,5,0.1629,nan,0.0,0.09
0.1,5,336,96,cn_est,0.327481,0.457911,5,0.1629,2.208385,2.320084,0.1
0.1,5,336,336,raw,0.767138,0.704042,8,0.1629,nan,2.94651,0.15
0.1,5,336,336,revin,0.666592,0.657939,9,0.1629,nan,0.437463,0.26
0.1,5,336,336,cn_oracle,0.252364,0.402026,7,0.1629,nan,0.0,0.13
0.1,5,336,336,cn_est,0.377332,0.491962,8,0.1629,2.208385,2.361854,0.13
0.1,6,96,24,raw,1.168663,0.860701,6,0.129,nan,5.01169,0.1
0.1,6,96,24,revin,0.789697,0.702619,7,0.129,nan,0.546937,0.22
0.1,6,96,24,cn_oracle,0.31949,0.449256,9,0.129,nan,0.0,0.16
0.1,6,96,24,cn_est,0.39283,0.498279,11,0.129,4.128824,4.206513,0.25
0.1,6,96,96,raw,1.546726,1.00429,4,0.129,nan,4.987012,0.08
0.1,6,96,96,revin,0.890961,0.752413,7,0.129,nan,0.608839,0.18
0.1,6,96,96,cn_oracle,0.321346,0.45022,8,0.129,nan,0.0,0.13
0.1,6,96,96,cn_est,0.446555,0.530611,6,0.129,4.128824,4.186669,0.13
0.1,6,96,336,raw,1.994545,1.162707,4,0.129,nan,4.96829,0.07
0.1,6,96,336,revin,0.91174,0.762026,8,0.129,nan,0.611483,0.26
0.1,6,96,336,cn_oracle,0.317066,0.44845,6,0.129,nan,0.0,0.09
0.1,6,96,336,cn_est,0.750508,0.700707,6,0.129,4.128824,4.150139,0.1
0.1,6,336,24,raw,0.922023,0.760684,5,0.129,nan,5.01169,0.08
0.1,6,336,24,revin,0.771665,0.694929,5,0.129,nan,0.52925,0.13
0.1,6,336,24,cn_oracle,0.317769,0.448448,11,0.129,nan,0.0,0.17
0.1,6,336,24,cn_est,0.430177,0.521447,4,0.129,3.940287,4.206513,0.07
0.1,6,336,96,raw,1.17052,0.857828,8,0.129,nan,4.987012,0.13
0.1,6,336,96,revin,0.846928,0.731663,6,0.129,nan,0.542494,0.23
0.1,6,336,96,cn_oracle,0.319329,0.449611,8,0.129,nan,0.0,0.15
0.1,6,336,96,cn_est,0.522181,0.574669,7,0.129,3.940287,4.186669,0.17
0.1,6,336,336,raw,1.723319,1.063104,6,0.129,nan,4.96829,0.1
0.1,6,336,336,revin,0.880528,0.748228,5,0.129,nan,0.555866,0.14
0.1,6,336,336,cn_oracle,0.316033,0.447386,5,0.129,nan,0.0,0.09
0.1,6,336,336,cn_est,0.66421,0.649604,6,0.129,3.940287,4.150139,0.17
0.1,7,96,24,raw,0.810914,0.713095,5,0.1436,nan,2.518229,0.09
0.1,7,96,24,revin,0.746517,0.679371,7,0.1436,nan,0.549103,0.18
0.1,7,96,24,cn_oracle,0.252228,0.400016,7,0.1436,nan,0.0,0.14
0.1,7,96,24,cn_est,0.295451,0.434276,6,0.1436,2.030349,2.027923,0.1
0.1,7,96,96,raw,0.895947,0.753304,9,0.1436,nan,2.546819,0.16
0.1,7,96,96,revin,0.879687,0.743626,7,0.1436,nan,0.619123,0.18
0.1,7,96,96,cn_oracle,0.253882,0.401378,6,0.1436,nan,0.0,0.11
0.1,7,96,96,cn_est,0.311119,0.446146,8,0.1436,2.030349,2.04912,0.13
0.1,7,96,336,raw,1.042416,0.818343,7,0.1436,nan,2.594664,0.12
0.1,7,96,336,revin,0.903669,0.752147,9,0.1436,nan,0.632545,0.36
0.1,7,96,336,cn_oracle,0.256119,0.403045,5,0.1436,nan,0.0,0.11
0.1,7,96,336,cn_est,0.363393,0.480394,5,0.1436,2.030349,2.11634,0.08
0.1,7,336,24,raw,0.764429,0.693872,6,0.1436,nan,2.518229,0.1
0.1,7,336,24,revin,0.730877,0.676222,6,0.1436,nan,0.521656,0.16
0.1,7,336,24,cn_oracle,0.254067,0.40099,5,0.1436,nan,0.0,0.1
0.1,7,336,24,cn_est,0.318525,0.451433,10,0.1436,2.018285,2.027923,0.2
0.1,7,336,96,raw,0.891364,0.749223,6,0.1436,nan,2.546819,0.11
0.1,7,336,96,revin,0.829724,0.722338,7,0.1436,nan,0.545445,0.21
0.1,7,336,96,cn_oracle,0.257001,0.403691,6,0.1436,nan,0.0,0.11
0.1,7,336,96,cn_est,0.355707,0.476643,10,0.1436,2.018285,2.04912,0.21
0.1,7,336,336,raw,0.952156,0.774623,7,0.1436,nan,2.594664,0.15
0.1,7,336,336,revin,0.868054,0.737869,6,0.1436,nan,0.58169,0.17
0.1,7,336,336,cn_oracle,0.255663,0.402695,6,0.1436,nan,0.0,0.12
0.1,7,336,336,cn_est,0.388914,0.497926,7,0.1436,2.018285,2.11634,0.14
0.1,8,96,24,raw,0.405584,0.504808,13,0.1265,nan,0.463892,0.25
0.1,8,96,24,revin,0.411041,0.508458,8,0.1265,nan,0.284347,0.24
0.1,8,96,24,cn_oracle,0.146087,0.305952,8,0.1265,nan,0.0,0.13
0.1,8,96,24,cn_est,0.168546,0.328147,13,0.1265,0.228779,0.234487,0.22
0.1,8,96,96,raw,0.458701,0.539358,9,0.1265,nan,0.465214,0.15
0.1,8,96,96,revin,0.47081,0.546204,9,0.1265,nan,0.309579,0.27
0.1,8,96,96,cn_oracle,0.147092,0.30726,13,0.1265,nan,0.0,0.21
0.1,8,96,96,cn_est,0.176781,0.335521,11,0.1265,0.228779,0.237747,0.21
0.1,8,96,336,raw,0.485437,0.554354,12,0.1265,nan,0.475036,0.23
0.1,8,96,336,revin,0.503283,0.564085,7,0.1265,nan,0.340246,0.21
0.1,8,96,336,cn_oracle,0.146973,0.30698,7,0.1265,nan,0.0,0.14
0.1,8,96,336,cn_est,0.188627,0.345579,10,0.1265,0.228779,0.247212,0.2
0.1,8,336,24,raw,0.399382,0.501337,13,0.1265,nan,0.463892,0.24
0.1,8,336,24,revin,0.405087,0.504971,12,0.1265,nan,0.277792,0.33
0.1,8,336,24,cn_oracle,0.14591,0.305314,8,0.1265,nan,0.0,0.13
0.1,8,336,24,cn_est,0.168815,0.326634,15,0.1265,0.219033,0.234487,0.23
0.1,8,336,96,raw,0.455536,0.536883,15,0.1265,nan,0.465214,0.31
0.1,8,336,96,revin,0.457828,0.53782,7,0.1265,nan,0.28855,0.18
0.1,8,336,96,cn_oracle,0.148054,0.307793,5,0.1265,nan,0.0,0.08
0.1,8,336,96,cn_est,0.178154,0.335692,15,0.1265,0.219033,0.237747,0.26
0.1,8,336,336,raw,0.476543,0.548854,8,0.1265,nan,0.475036,0.14
0.1,8,336,336,revin,0.487475,0.554618,8,0.1265,nan,0.313615,0.22
0.1,8,336,336,cn_oracle,0.149406,0.309517,6,0.1265,nan,0.0,0.13
0.1,8,336,336,cn_est,0.19113,0.347662,13,0.1265,0.219033,0.247212,0.22
0.1,9,96,24,raw,0.632268,0.632605,14,0.1452,nan,2.458844,0.22
0.1,9,96,24,revin,0.565032,0.596199,14,0.1452,nan,0.392536,0.36
0.1,9,96,24,cn_oracle,0.204667,0.36173,11,0.1452,nan,0.0,0.19
0.1,9,96,24,cn_est,0.233779,0.387034,12,0.1452,1.856625,1.890129,0.2
0.1,9,96,96,raw,0.702421,0.667851,13,0.1452,nan,2.471635,0.21
0.1,9,96,96,revin,0.614776,0.625252,11,0.1452,nan,0.407699,0.33
0.1,9,96,96,cn_oracle,0.204956,0.362324,7,0.1452,nan,0.0,0.17
0.1,9,96,96,cn_est,0.245969,0.395894,12,0.1452,1.856625,1.900986,0.2
0.1,9,96,336,raw,0.777468,0.706832,6,0.1452,nan,2.487302,0.11
0.1,9,96,336,revin,0.66004,0.649193,12,0.1452,nan,0.447958,0.37
0.1,9,96,336,cn_oracle,0.205496,0.363036,6,0.1452,nan,0.0,0.12
0.1,9,96,336,cn_est,0.275139,0.418483,11,0.1452,1.856625,1.930713,0.18
0.1,9,336,24,raw,0.580289,0.606924,6,0.1452,nan,2.458844,0.11
0.1,9,336,24,revin,0.561047,0.596451,6,0.1452,nan,0.390228,0.17
0.1,9,336,24,cn_oracle,0.203367,0.360475,5,0.1452,nan,0.0,0.1
0.1,9,336,24,cn_est,0.239695,0.390656,14,0.1452,1.772726,1.890129,0.26
0.1,9,336,96,raw,0.659679,0.648344,9,0.1452,nan,2.471635,0.17
0.1,9,336,96,revin,0.609251,0.623062,9,0.1452,nan,0.399616,0.26
0.1,9,336,96,cn_oracle,0.205072,0.362295,6,0.1452,nan,0.0,0.1
0.1,9,336,96,cn_est,0.262826,0.409016,15,0.1452,1.772726,1.900986,0.25
0.1,9,336,336,raw,0.762307,0.69958,7,0.1452,nan,2.487302,0.11
0.1,9,336,336,revin,0.630627,0.634671,7,0.1452,nan,0.414675,0.2
0.1,9,336,336,cn_oracle,0.20721,0.365123,6,0.1452,nan,0.0,0.12
0.1,9,336,336,cn_est,0.305321,0.441101,14,0.1452,1.772726,1.930713,0.22
0.2,0,96,24,raw,0.919602,0.754468,6,0.1211,nan,2.634153,0.1
0.2,0,96,24,revin,0.807267,0.710666,9,0.1211,nan,0.670854,0.24
0.2,0,96,24,cn_oracle,0.197324,0.356145,8,0.1211,nan,0.0,0.13
0.2,0,96,24,cn_est,0.222805,0.379261,10,0.1211,2.101589,2.095205,0.2
0.2,0,96,96,raw,1.30816,0.912229,8,0.1211,nan,2.631598,0.14
0.2,0,96,96,revin,0.886529,0.748302,8,0.1211,nan,0.682714,0.23
0.2,0,96,96,cn_oracle,0.201617,0.360282,5,0.1211,nan,0.0,0.1
0.2,0,96,96,cn_est,0.245943,0.397237,6,0.1211,2.101589,2.09822,0.1
0.2,0,96,336,raw,1.613972,1.033203,12,0.1211,nan,2.681281,0.22
0.2,0,96,336,revin,0.942948,0.777124,8,0.1211,nan,0.723485,0.22
0.2,0,96,336,cn_oracle,0.201126,0.359844,6,0.1211,nan,0.0,0.1
0.2,0,96,336,cn_est,0.289473,0.42848,11,0.1211,2.101589,2.102758,0.2
0.2,0,336,24,raw,0.905894,0.755631,5,0.1211,nan,2.634153,0.09
0.2,0,336,24,revin,0.779685,0.703513,7,0.1211,nan,0.653425,0.18
0.2,0,336,24,cn_oracle,0.199592,0.358118,5,0.1211,nan,0.0,0.08
0.2,0,336,24,cn_est,0.255502,0.405634,10,0.1211,2.098655,2.095205,0.16
0.2,0,336,96,raw,1.020363,0.804796,4,0.1211,nan,2.631598,0.13
0.2,0,336,96,revin,0.86483,0.742569,8,0.1211,nan,0.671225,0.25
0.2,0,336,96,cn_oracle,0.201337,0.359784,5,0.1211,nan,0.0,0.16
0.2,0,336,96,cn_est,0.293101,0.432748,5,0.1211,2.098655,2.09822,0.09
0.2,0,336,336,raw,1.194855,0.877043,9,0.1211,nan,2.681281,0.21
0.2,0,336,336,revin,0.920717,0.770958,8,0.1211,nan,0.699442,0.27
0.2,0,336,336,cn_oracle,0.201533,0.360221,6,0.1211,nan,0.0,0.1
0.2,0,336,336,cn_est,0.355001,0.475231,5,0.1211,2.098655,2.102758,0.1
0.2,1,96,24,raw,0.533863,0.579178,6,0.2819,nan,0.578191,0.1
0.2,1,96,24,revin,0.531564,0.578259,12,0.2819,nan,0.476057,0.33
0.2,1,96,24,cn_oracle,0.118428,0.273901,9,0.2819,nan,0.0,0.18
0.2,1,96,24,cn_est,0.132741,0.289396,14,0.2819,0.132965,0.135102,0.23
0.2,1,96,96,raw,0.599532,0.616994,12,0.2819,nan,0.577831,0.2
0.2,1,96,96,revin,0.621603,0.629255,5,0.2819,nan,0.496915,0.15
0.2,1,96,96,cn_oracle,0.120255,0.276385,9,0.2819,nan,0.0,0.15
0.2,1,96,96,cn_est,0.134065,0.291044,15,0.2819,0.132965,0.13612,0.26
0.2,1,96,336,raw,0.622294,0.628668,8,0.2819,nan,0.574188,0.16
0.2,1,96,336,revin,0.646994,0.640937,5,0.2819,nan,0.512164,0.14
0.2,1,96,336,cn_oracle,0.12029,0.276414,7,0.2819,nan,0.0,0.12
0.2,1,96,336,cn_est,0.13572,0.29362,15,0.2819,0.132965,0.139242,0.26
0.2,1,336,24,raw,0.513349,0.567594,10,0.2819,nan,0.578191,0.19
0.2,1,336,24,revin,0.517964,0.570328,10,0.2819,nan,0.441029,0.27
0.2,1,336,24,cn_oracle,0.120547,0.276989,6,0.2819,nan,0.0,0.12
0.2,1,336,24,cn_est,0.132742,0.289741,15,0.2819,0.127317,0.135102,0.26
0.2,1,336,96,raw,0.581254,0.605708,6,0.2819,nan,0.577831,0.1
0.2,1,336,96,revin,0.586889,0.608757,7,0.2819,nan,0.453791,0.2
0.2,1,336,96,cn_oracle,0.121282,0.277834,7,0.2819,nan,0.0,0.11
0.2,1,336,96,cn_est,0.133226,0.290996,14,0.2819,0.127317,0.13612,0.22
0.2,1,336,336,raw,0.601608,0.618283,10,0.2819,nan,0.574188,0.18
0.2,1,336,336,revin,0.622425,0.627561,7,0.2819,nan,0.477341,0.2
0.2,1,336,336,cn_oracle,0.120747,0.276796,6,0.2819,nan,0.0,0.09
0.2,1,336,336,cn_est,0.135403,0.293523,12,0.2819,0.127317,0.139242,0.2
0.2,2,96,24,raw,1.137578,0.847952,6,0.2529,nan,3.004597,0.09
0.2,2,96,24,revin,0.843044,0.732347,11,0.2529,nan,0.718182,0.28
0.2,2,96,24,cn_oracle,0.201635,0.355122,6,0.2529,nan,0.0,0.1
0.2,2,96,24,cn_est,0.228267,0.379022,11,0.2529,2.213629,2.205414,0.19
0.2,2,96,96,raw,1.388073,0.945629,8,0.2529,nan,2.984969,0.16
0.2,2,96,96,revin,0.982475,0.792635,13,0.2529,nan,0.768506,0.38
0.2,2,96,96,cn_oracle,0.204231,0.358218,6,0.2529,nan,0.0,0.1
0.2,2,96,96,cn_est,0.261652,0.406073,5,0.2529,2.213629,2.193914,0.11
0.2,2,96,336,raw,1.469961,0.977478,7,0.2529,nan,2.934613,0.12
0.2,2,96,336,revin,1.001053,0.79663,10,0.2529,nan,0.758928,0.27
0.2,2,96,336,cn_oracle,0.204232,0.358801,8,0.2529,nan,0.0,0.13
0.2,2,96,336,cn_est,0.289839,0.426991,7,0.2529,2.213629,2.17137,0.12
0.2,2,336,24,raw,0.862094,0.740071,5,0.2529,nan,3.004597,0.15
0.2,2,336,24,revin,0.830435,0.725746,5,0.2529,nan,0.657395,0.15
0.2,2,336,24,cn_oracle,0.20332,0.358146,5,0.2529,nan,0.0,0.1
0.2,2,336,24,cn_est,0.264315,0.407594,5,0.2529,2.209506,2.205414,0.1
0.2,2,336,96,raw,1.010863,0.801025,4,0.2529,nan,2.984969,0.08
0.2,2,336,96,revin,0.916987,0.760781,9,0.2529,nan,0.667187,0.25
0.2,2,336,96,cn_oracle,0.205617,0.36079,5,0.2529,nan,0.0,0.09
0.2,2,336,96,cn_est,0.300216,0.436589,5,0.2529,2.209506,2.193914,0.08
0.2,2,336,336,raw,1.171774,0.862898,12,0.2529,nan,2.934613,0.23
0.2,2,336,336,revin,0.980699,0.79038,6,0.2529,nan,0.685887,0.17
0.2,2,336,336,cn_oracle,0.206262,0.361468,6,0.2529,nan,0.0,0.1
0.2,2,336,336,cn_est,0.341019,0.464305,5,0.2529,2.209506,2.17137,0.08
0.2,3,96,24,raw,0.693587,0.657185,8,0.195,nan,0.704293,0.15
0.2,3,96,24,revin,0.707588,0.6636,11,0.195,nan,0.670449,0.32
0.2,3,96,24,cn_oracle,0.152422,0.310254,5,0.195,nan,0.0,0.1
0.2,3,96,24,cn_est,0.167248,0.324386,10,0.195,0.166463,0.162952,0.17
0.2,3,96,96,raw,0.787672,0.702924,5,0.195,nan,0.711765,0.08
0.2,3,96,96,revin,0.811816,0.714981,9,0.195,nan,0.673394,0.23
0.2,3,96,96,cn_oracle,0.154798,0.312769,6,0.195,nan,0.0,0.1
0.2,3,96,96,cn_est,0.182808,0.337865,7,0.195,0.166463,0.164345,0.13
0.2,3,96,336,raw,0.804124,0.709516,10,0.195,nan,0.715412,0.19
0.2,3,96,336,revin,0.833059,0.7228,9,0.195,nan,0.695071,0.25
0.2,3,96,336,cn_oracle,0.155239,0.312748,8,0.195,nan,0.0,0.13
0.2,3,96,336,cn_est,0.218113,0.369368,8,0.195,0.166463,0.168571,0.13
0.2,3,336,24,raw,0.697122,0.660282,5,0.195,nan,0.704293,0.11
0.2,3,336,24,revin,0.702156,0.661824,8,0.195,nan,0.614298,0.24
0.2,3,336,24,cn_oracle,0.154425,0.312033,11,0.195,nan,0.0,0.22
0.2,3,336,24,cn_est,0.169111,0.326358,11,0.195,0.183382,0.162952,0.21
0.2,3,336,96,raw,0.7807,0.69851,6,0.195,nan,0.711765,0.12
0.2,3,336,96,revin,0.775587,0.696131,9,0.195,nan,0.622517,0.27
0.2,3,336,96,cn_oracle,0.157664,0.315483,7,0.195,nan,0.0,0.14
0.2,3,336,96,cn_est,0.185446,0.340713,8,0.195,0.183382,0.164345,0.16
0.2,3,336,336,raw,0.801064,0.706271,6,0.195,nan,0.715412,0.12
0.2,3,336,336,revin,0.820444,0.71508,11,0.195,nan,0.65383,0.31
0.2,3,336,336,cn_oracle,0.157937,0.315652,5,0.195,nan,0.0,0.1
0.2,3,336,336,cn_est,0.22043,0.371519,10,0.195,0.183382,0.168571,0.17
0.2,4,96,24,raw,0.796192,0.703026,9,0.1949,nan,2.061255,0.15
0.2,4,96,24,revin,0.77324,0.69344,13,0.1949,nan,0.722582,0.36
0.2,4,96,24,cn_oracle,0.174541,0.330555,7,0.1949,nan,0.0,0.13
0.2,4,96,24,cn_est,0.197381,0.351598,9,0.1949,1.370114,1.380748,0.19
0.2,4,96,96,raw,0.955402,0.772336,9,0.1949,nan,2.047714,0.18
0.2,4,96,96,revin,0.942044,0.76843,8,0.1949,nan,0.777383,0.24
0.2,4,96,96,cn_oracle,0.17702,0.333047,9,0.1949,nan,0.0,0.2
0.2,4,96,96,cn_est,0.211253,0.364625,15,0.1949,1.370114,1.375136,0.29
0.2,4,96,336,raw,1.060437,0.819751,10,0.1949,nan,2.023225,0.2
0.2,4,96,336,revin,0.99086,0.793415,12,0.1949,nan,0.805242,0.35
0.2,4,96,336,cn_oracle,0.178511,0.335279,8,0.1949,nan,0.0,0.14
0.2,4,96,336,cn_est,0.232043,0.38356,10,0.1949,1.370114,1.359714,0.21
0.2,4,336,24,raw,0.76383,0.690412,6,0.1949,nan,2.061255,0.14
0.2,4,336,24,revin,0.767666,0.691278,6,0.1949,nan,0.673753,0.23
0.2,4,336,24,cn_oracle,0.175628,0.332136,7,0.1949,nan,0.0,0.15
0.2,4,336,24,cn_est,0.207752,0.361137,7,0.1949,1.322789,1.380748,0.12
0.2,4,336,96,raw,0.968491,0.781042,8,0.1949,nan,2.047714,0.15
0.2,4,336,96,revin,0.910589,0.757243,8,0.1949,nan,0.69432,0.22
0.2,4,336,96,cn_oracle,0.179708,0.336534,6,0.1949,nan,0.0,0.1
0.2,4,336,96,cn_est,0.22718,0.378732,11,0.1949,1.322789,1.375136,0.19
0.2,4,336,336,raw,0.980693,0.788571,6,0.1949,nan,2.023225,0.11
0.2,4,336,336,revin,0.935851,0.770999,7,0.1949,nan,0.704056,0.18
0.2,4,336,336,cn_oracle,0.180879,0.338152,5,0.1949,nan,0.0,0.1
0.2,4,336,336,cn_est,0.242457,0.39143,14,0.1949,1.322789,1.359714,0.24
0.2,5,96,24,raw,0.712185,0.663708,8,0.2835,nan,1.743771,0.13
0.2,5,96,24,revin,0.664918,0.642782,9,0.2835,nan,0.603463,0.34
0.2,5,96,24,cn_oracle,0.161791,0.320856,5,0.2835,nan,0.0,0.1
0.2,5,96,24,cn_est,0.182067,0.341452,14,0.2835,1.054264,1.074727,0.23
0.2,5,96,96,raw,0.839247,0.727991,9,0.2835,nan,1.738927,0.15
0.2,5,96,96,revin,0.789518,0.706565,6,0.2835,nan,0.652878,0.18
0.2,5,96,96,cn_oracle,0.162456,0.321541,7,0.2835,nan,0.0,0.12
0.2,5,96,96,cn_est,0.196563,0.354462,9,0.2835,1.054264,1.064506,0.16
0.2,5,96,336,raw,0.929638,0.769677,15,0.2835,nan,1.698613,0.24
