lam,seed,L,h,th_raw,th_revin,th_cn_oracle,th_cn_est
0.2,0,336,24,0.8733482246638877,0.7545822112181417,0.19520444127844516,0.2127113604199341
0.2,0,336,96,1.0516752412432144,0.8391002255161045,0.19612619985840216,0.22288096235584387
0.2,0,336,336,1.2840314130612884,0.8918216105828968,0.1962491464152264,0.2841689030318015
0.2,1,96,24,0.5227510805214995,0.532828293469031,0.11751504268969568,0.13186386705221312
0.2,1,96,96,0.5979422326467626,0.6144987051996645,0.11922796479813434,0.1332855415060821
0.2,1,96,336,0.6145347327278203,0.6403093321417329,0.11930361556795104,0.13513782351873002
0.2,1,336,24,0.4993017748264731,0.5019019182853932,0.11743957023875806,0.13111890944588245
0.2,1,336,96,0.5659163741417399,0.5707742321330074,0.11826323572697035,0.13134511132546484
0.2,1,336,336,0.5919881425307911,0.6057249414764261,0.11735465599881056,0.1326600063279004
0.2,2,96,24,1.2253499150451843,0.842399077244828,0.19958355588175758,0.22983786434043454
0.2,2,96,96,1.4704911447980453,0.9766572223915747,0.20255094150915637,0.24164578161306105
0.2,2,96,336,1.6131405510577987,0.9937510431497064,0.20247603474798095,0.2830822078081614
0.2,2,336,24,0.8903510363963376,0.7966093604723281,0.1974880090109782,0.2167614350435438
0.2,2,336,96,1.0463838022748801,0.8947657639686373,0.1994828116058325,0.2261116673924158
0.2,2,336,336,1.234671926474792,0.9465574903913204,0.20085409920601532,0.2675565257942947
0.2,3,96,24,0.6866143572975075,0.7099186892657987,0.1510286725261947,0.16586281364155372
0.2,3,96,96,0.7701580640774387,0.8015533618518941,0.15383800105850592,0.180052069760716
0.2,3,96,336,0.7913690004021097,0.8286687246008303,0.15397700550335083,0.2148114533378911
0.2,3,336,24,0.6670388957351394,0.6704855849391781,0.15041230292272903,0.1657997476640912
0.2,3,336,96,0.754778821299586,0.7598272196639685,0.15344015174633646,0.18061940870234452
0.2,3,336,336,0.7841408141429237,0.7934414944124332,0.15396850791887814,0.21512815339803795
0.2,4,96,24,0.8071894026494557,0.7683715249664178,0.17301628322694854,0.19451897824814082
0.2,4,96,96,0.9861469466429502,0.934506804733817,0.17560898034850575,0.20558483730265784
0.2,4,96,336,1.048490147485578,0.9824010644896048,0.17711704932464545,0.22666128624182993
0.2,4,336,24,0.7512308806386324,0.7375663526436187,0.17228929374073687,0.19345486466433942
0.2,4,336,96,0.8935914372134262,0.868622076464672,0.1747312809245251,0.20313190519329316
0.2,4,336,336,0.9500266164043797,0.8979311465014034,0.1764534298252843,0.22372205978416734
0.2,5,96,24,0.6907456139962574,0.6604033063687469,0.16014257207008906,0.1787578391220276
0.2,5,96,96,0.8201262096449611,0.7769819583068391,0.16106580286715294,0.18976516447885655
0.2,5,96,336,0.9054855254661534,0.847488312231913,0.16021675109581773,0.22506328011909055
0.2,5,336,24,0.6426658926191224,0.6303731813873611,0.15716745758793196,0.1756576143381237
0.2,5,336,96,0.7568121376073517,0.734890350013247,0.15806046869503138,0.18663328458734962
0.2,5,336,336,0.8376381858527215,0.7863840616293004,0.15820067134045993,0.22919395913201032
0.2,6,96,24,0.5825310861697597,0.5969394331563964,0.14271250924977905,0.16526335943572182
0.2,6,96,96,0.6511122586608434,0.674787139357884,0.14343221733607467,0.17298706345558762
0.2,6,96,336,0.6898744542213913,0.7291577090400292,0.1455077680324365,0.19526207479458685
0.2,6,336,24,0.5744087286837609,0.5776994502588367,0.14144628968930073,0.16437655097384782
0.2,6,336,96,0.6392095993568002,0.6443152843673434,0.14297772511110143,0.17368530987297054
0.2,6,336,336,0.6729494175287992,0.6857656449156356,0.14468622572586826,0.19687092288987398
0.2,7,96,24,0.8819979405944246,0.787683543949126,0.20163155687042605,0.23007076969921939
0.2,7,96,96,1.094623200938277,0.9232388010780007,0.2052266188676983,0.24507488203619116
0.2,7,96,336,1.2657665456982128,0.9406184572728687,0.20762722881492254,0.28353521665929526
0.2,7,336,24,0.7827796980018098,0.7468316769426889,0.20101978126598993,0.22849085486804588
0.2,7,336,96,0.9049074036978487,0.8290130312516306,0.20201704087358577,0.23731808709221186
0.2,7,336,336,1.0032908556547289,0.8648714235140739,0.20347267289173504,0.2646777659382589
0.2,8,96,24,0.5772654279343055,0.5895372652917127,0.13821509628424278,0.1601742201169075
0.2,8,96,96,0.6466337594605643,0.6677309936458702,0.14032366099941743,0.1642608430227425
0.2,8,96,336,0.6920423176903207,0.7268693161162663,0.14223241395322986,0.18489643815670978
0.2,8,336,24,0.574665163718361,0.5784985918897744,0.13700186188412158,0.1593538869021827
